manifest_version,snapshot_sha256,protocol_sha256,execution_profile_sha256,prompt_template_sha256,assignment_id,batch_id,phase,candidate_id,cite_key,input_sha256,weight
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0002-01,screening-01,main,C0002,SpeedDreamsNodateSpeedDreams,673d03e96af6b28bf560424fc3c4404e63d6d97139175bf03b66acca1ad58862,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0008-01,screening-01,main,C0008,Ikram2023ProceduralGeneration,06f0f1abfacdfe1d5c1adccaf4871d1758766332b31c06cc65e59e2a8585201f,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0009-01,screening-01,calibration,C0009,Loiacono2011AutomaticTrack,2cc390f9736342a76edc17d1ff4e8469d0cc56fdfe9b0703dcf5735f0a7df6ea,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0012-01,screening-01,main,C0012,Alyaseri2024ComparativeAnalysis,faafec33b61e80c0bda44dc86294896d301c0bbabad33a0069622041a867a98c,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0022-01,screening-01,main,C0022,Gambi2019AutomaticallyTesting,e33504d45cd1e3d5b134bc55339440920ed8ed81a8683e3b7d25a664e33fb290,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0023-01,screening-01,calibration,C0023,Riccio2020ModelBased,8412b1a7641e4296a00069f5fe0a341cbc16b04682d4785b6f82526131ecf3de,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0026-01,screening-01,main,C0026,Song2021AutonomousDrone,1c49e0c4011649f4a7d29ef42b78ef8f67f9ed351a83368409c1dff96e8b947e,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0028-01,screening-01,main,C0028,NVIDIA2020IsaacGym,a422a072f5182a89315d952a00ae0ac27326bdc179e7e50fa098f943dc80931a,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0029-01,screening-01,main,C0029,Wurman2022OutracingChampion,bc0aeb4f66a66099c2cc8f7b49205ad0468ff65e7d14316ca05a6d1a36b4aa6b,1
2,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,6a7115479625daeb06528654c2186b99453106413dd5e6ca0063b3eb00a8679c,786c91a43b36e331ba86ee11857bf16b85893d62593c8fefc5a0178188d00325,fa2c9d670905031ead92a0848131abbfab9e517a7c73e9c22a0a69fcaafff76a,A-C0030-01,screening-01,main,C0030,PolyphonyDigital1997GranTurismo,1326278dce863f8681a08c5656a73ccf5f43f93b310927c0c098e8412952d62a,1
