assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0004-02,C0004,82700304bd7e0653801b6493890c8ce6c2b97402c9d22cd1015a9e233054187b,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,Closing the Affective Loop via Experience-Driven Reinforcement Learning Designers,Matthew Barthet;Diogo Branco;Roberto Gallotta;Ahmed Khalifa;Georgios N. Yannakakis,2024,2024 12th International Conference on Affective Computing and Intelligent Interaction (ACII),10.1109/acii63134.2024.00034,https://doi.org/10.1109/acii63134.2024.00034,conference paper
A-C0006-02,C0006,9b203a1fbc77b3197e56923bf631958c5b780e8cccb60e24773794b027642185,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,Improving the Generalization of End-to-End Driving through Procedural Generation,Quanyi Li; Zhenghao Peng; Qihang Zhang; Chunxiao Liu; Bolei Zhou,2020,arXiv,10.48550/arxiv.2012.13681,https://arxiv.org/abs/2012.13681,preprint
A-C0014-02,C0014,03a8389cdff960c70144ed71b58837cff3585a6dfd441a842d1904abcbd27285,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,Automatic Generation of Challenging Road Networks for ALKS Testing based on Bezier Curves and Search,Florian Klück;Lorenz Klampfl;Franz Wotawa,2021,arXiv,10.48550/arxiv.2103.01288,https://arxiv.org/abs/2103.01288,preprint
A-C0017-02,C0017,1b4e0b02863780bd1ad91b88a138e91b7d0386ae97758c89c8343089cc194365,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,calibration,Car Racing,Oleg Klimov,NR,Gymnasium Documentation,NR,https://gymnasium.farama.org/environments/box2d/car_racing/,benchmark environment; official documentation
A-C0018-02,C0018,0502f8bf2c0a32bef8c254bec5a512a53e526a5650c915326458c567bf43eaff,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,2023,Proceedings of the 40th International Conference on Machine Learning,NR,https://proceedings.mlr.press/v202/azad23a.html,conference paper
A-C0020-02,C0020,120f7d9a1cbdb215be7abeb059b45aeee29ce25b3d2283379351c30b05873547,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design,Michael Dennis; Natasha Jaques; Eugene Vinitsky; Alexandre Bayen; Stuart J. Russell; Andrew Critch; Sergey Levine,2020,Advances in Neural Information Processing Systems 33,NR,https://proceedings.neurips.cc/paper_files/paper/2020/hash/985e9a46e10005356bbaf194249f6856-Abstract.html,conference paper
A-C0028-02,C0028,fad93e8e79ca84c8c3733f59bb27d0a6303744a0c8c960d8386ae4f693f528e6,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,Isaac Gym,NVIDIA Corporation,2020,NVIDIA Developer,NR,https://developer.nvidia.com/isaac-gym,simulator software
A-C0033-02,C0033,47c843557ac1ddc654027ca3657fe088764e7029b13008f76f1226b9ddb38633,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,A Champion-Level Vision-Based Reinforcement Learning Agent for Competitive Racing in Gran Turismo 7,Hojoon Lee; Takuma Seno; Jun Jet Tai; Kaushik Subramanian; Kenta Kawamoto; Peter Stone; Peter R. Wurman,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3560873,https://doi.org/10.1109/lra.2025.3560873,journal article
A-C0035-02,C0035,39190b021217fbeb368e63078cd2e31292fc6c83687e1f9429fb783dbe205e69,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,Gran Turismo 7,Polyphony Digital Inc.,2022,Sony Interactive Entertainment,NR,https://www.gran-turismo.com/us/products/gt7/,video game software
A-C0037-02,C0037,dc87462c47e9dd446d58003deb8a7b71f6b0f87f607f4c25e960e9df19013486,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-02,main,Race driver model,F. Braghin; F. Cheli; S. Melzi; E. Sabbioni,2008,Computers & Structures,10.1016/j.compstruc.2007.04.028,https://doi.org/10.1016/j.compstruc.2007.04.028,journal article
