cite_key,survey_evidence_tier,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
DRAFT_C0015,supporting,ground,M1_passenger_car,open_corridor,NR,NR,NR,NR,NR,NR,NR,NR,ALKS_type_approval_tests,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 4 Introduction;domain=PDF p. 4 Introduction;vehicle=PDF p. 4 Introduction;course_object=PDF p. 4 Introduction;evaluation_suite=PDF p. 3 Contents and PDF p. 4 Introduction,Supporting-only: the regulation establishes a divided lane-constrained operating context and approval testing but no course-generation method.
DRAFT_C0051,core,ground,NR,open_corridor,sampled_centerline,constructive;stochastic_procedural,geometry_synthesis,rejection,gradient_and_interpoint_distance,NR,NR,NR,NR,NR,NR,NR,NR,seed_parameter,survey_evidence_tier=repo@b51edbc README.md#L1-L5;domain=repo@b51edbc README.md#L1-L5;course_object=repo@b51edbc README.md#L4-L5 and TrackGenerator.cc#L103-L108;representation_family=repo@b51edbc TrackGenerator.h#L18-L25 and TrackGenerator.cc#L103-L108;generator_family=constructive: repo@b51edbc TrackGenerator.cc#L35-L108;generator_family=stochastic_procedural: repo@b51edbc README.md#L4-L5 and TrackGenerator.cc#L112-L130;generation_role=repo@b51edbc TrackGenerator.h#L24-L25;validity_strategy=repo@b51edbc TrackGenerator.cc#L103-L104 and #L129-L133;geometry_metrics=repo@b51edbc TrackGenerator.cc#L62-L87;reproducibility_fields=repo@b51edbc TrackGenerator.h#L20-L22,The pinned source constructs a sampled open angular route from randomized points and retries failed route constructions; no public access terms establish an open-code status.
DRAFT_C0054,core,adjacent,NR,road_network,waypoint_graph,constructive;human_designed,geometry_synthesis,not_reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 1 Abstract and Sec. 1;domain=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract and PDF p. 2 Sec. 3;representation_family=PDF p. 2 Sec. 3;generator_family=constructive: PDF p. 2 Sec. 3;generator_family=human_designed: PDF p. 1 Abstract and Sec. 1;generation_role=PDF p. 2 Sec. 3;validity_strategy=PDF p. 2 Sec. 3,Adjacent-domain street-network synthesis is source-native; the inspected generation pipeline does not report a validity mechanism or release availability.
DRAFT_C0088,supporting,ground,race_car,closed_track,NR,NR,NR,NR,NR,NR,NR,NR,IAC_passing_competition,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 3 Sec. 1;domain=PDF p. 3 Sec. 1;vehicle=PDF p. 3 Sec. 1;course_object=PDF p. 3 Sec. 1 and PDF p. 5 Sec. 4.3;evaluation_suite=PDF p. 3 Sec. 1 and PDF p. 12 Sec. 7,Supporting-only: rules define a fixed racing competition and track locations but no course-generation method.
DRAFT_C0121,core,aerial,quadrotor,gate_chain,gate_poses,learned_generative;environment_design,geometry_synthesis,simulation_validation,NR,relative_ranking_by_gates_passed;gate_passing_error,NR,adaptive_generated_gate_layouts,six_unseen_tracks;real_world_deployment,Flightmare,NR,NR,NR,initial_8_gate_oval;100_parallel_environments;per_gate_position_and_yaw_action_bounds;800M_training_samples,survey_evidence_tier=PDF p. 1 Abstract and Fig. 1;domain=PDF p. 1 Abstract;vehicle=PDF p. 2 Sec. III-A;course_object=PDF p. 2 Sec. III-A;representation_family=PDF p. 3 Sec. III-B.1;generator_family=learned_generative: PDF p. 3 Sec. III-B.1 and Algorithm 1;generator_family=environment_design: PDF p. 3 Sec. III-B.1 and Sec. III-B.2;generation_role=PDF p. 3 Algorithm 1;validity_strategy=PDF p. 4 Sec. IV-A;difficulty_metrics=PDF p. 3 Sec. III-B.1;training_distribution=PDF p. 3 Sec. III-B.2;evaluation_suite=PDF p. 3 Fig. 3 and PDF p. 4 Sec. IV-A;simulator=PDF p. 3 Sec. IV-A;reproducibility_fields=PDF p. 4 Sec. IV-A,The learned environment policy changes gate positions and yaw using racing-performance feedback; zero-success tracks are identified as infeasible and reset.
DRAFT_C0134,core,adjacent,self_driving_car,open_corridor,segment_grammar,stochastic_procedural;search_evolutionary,geometry_synthesis;mutation,not_reported,NR,instability;discontinuity;growth_to_infinity,road_distance_for_diverse_seeding,NR,SBFT_2023_CPS_tool_competition,BeamNG,NR,NR,NR,NSGA_II;random_diverse_seed_population;10_percent_segment_mutation,survey_evidence_tier=PDF p. 1 Abstract and Sec. II;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. II-A;representation_family=PDF p. 1 Sec. II-A;generator_family=stochastic_procedural: PDF p. 1 Sec. II-B;generator_family=search_evolutionary: PDF p. 1 Sec. II-C;generation_role=geometry_synthesis: PDF p. 1 Sec. II-B;generation_role=mutation: PDF p. 2 Mutation operators;validity_strategy=PDF pp. 1-2 Sec. II;difficulty_metrics=PDF p. 1 Sec. II-C;diversity_metrics=PDF p. 1 Sec. II-B;evaluation_suite=PDF p. 1 Abstract and PDF p. 2 Sec. III;simulator=PDF p. 1 Sec. I;reproducibility_fields=PDF p. 1 Sec. II and PDF p. 2 Crossover and Mutation operators,Random road candidates seed an NSGA-II search and complete roads undergo crossover and mutation; the source does not report a candidate validity mechanism.
DRAFT_C0136,supporting,ground,self_driving_car,fixed_benchmark,NR,NR,benchmark_only,NR,NR,NR,NR,NR,SBST_2021_CPS_testing_tool_competition,BeamNG,NR,official_open,NR,Dockerized_execution_infrastructure;six_runs_per_tool_configuration,survey_evidence_tier=PDF p. 1 Abstract and Sec. I;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 4 Sec. III-A;generation_role=PDF p. 1 Abstract and Sec. III;evaluation_suite=PDF p. 1 Abstract and Sec. III;simulator=PDF p. 1 Sec. I;code_status=PDF p. 2 Sec. II-C Public contest repository;reproducibility_fields=PDF p. 1 Abstract and PDF p. 2 Sec. II-C,Supporting-only competition report: its public GPL-3.0 contest infrastructure establishes a fixed evaluation benchmark but no source-native generator.
DRAFT_C0137,core,adjacent,self_driving_car,road_network,segment_grammar,constructive;stochastic_procedural;search_evolutionary,geometry_synthesis;mutation,rejection,NR,Out_of_Bound_Episodes,NR,NR,NR,Simulink_autonomous_driving_simulator,NR,NR,NR,population_25;40_generations;same_AsFault_validity_check,survey_evidence_tier=PDF p. 1 Abstract and Sec. I;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. I and PDF p. 2 Sec. III;representation_family=PDF p. 1 Abstract and Sec. I;generator_family=constructive: PDF p. 2 Sec. III-B;generator_family=stochastic_procedural: PDF p. 2 Sec. III-B;generator_family=search_evolutionary: PDF p. 1 Abstract and Sec. III;generation_role=geometry_synthesis: PDF p. 2 Sec. III-B;generation_role=mutation: PDF pp. 2-3 Sec. III-B;validity_strategy=PDF p. 3 Sec. III-B.2;difficulty_metrics=PDF p. 2 Sec. III-A;simulator=PDF p. 1 Abstract and PDF p. 3 Sec. III-C;reproducibility_fields=PDF p. 3 Sec. III-C,ATeSS uses PCG to construct and randomly extend road candidates within a GA and mutates complete road networks through path-aware crossovers; invalid children are retried.
DRAFT_C0147,supporting,maritime,NR,buoy_course,simulator_native,NR,benchmark_only,NR,NR,NR,NR,NR,NR,NR,SDF,NR,NR,NR,survey_evidence_tier=SDF#L2-L4;domain=SDF#L2-L4;course_object=SDF#L6-L90;representation_family=SDF#L3-L90;generation_role=SDF#L2-L4;export_format=SDF#L1-L4,Supporting-only fixed navigation-course asset with explicitly positioned port and starboard buoy boundaries; no generation method or availability terms are present in the frozen asset.
DRAFT_C0178,supporting,ground,NR,fixed_benchmark,simulator_native,NR,benchmark_only,NR,NR,NR,NR,NR,NR,eufs_sim,CSV,official_open,official_open,cone_coordinates;coordinate_variances;coordinate_covariance,survey_evidence_tier=repo@ccd652d README.md#L1-L14;domain=repo@ccd652d README.md#L1-L3;course_object=repo@ccd652d README.md#L1-L3;representation_family=repo@ccd652d README.md#L3-L14;generation_role=repo@ccd652d README.md#L1-L3;simulator=repo@ccd652d README.md#L1-L3;export_format=repo@ccd652d README.md#L5-L14;code_status=repo@ccd652d README.md#L1-L3 and LICENSE#L1-L13;asset_status=repo@ccd652d README.md#L1-L14 and LICENSE#L1-L13;reproducibility_fields=repo@ccd652d README.md#L7-L14,Supporting-only official repository of fixed Formula Student tracks in an eufs_sim-compatible CSV format under the MIT license; no generator is reported.
