assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0002-01,C0002,2450b25a3ab588f6d3e830da889e4bac48561cc3af5b4ee7d6a57d025c55e160,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Speed Dreams,Speed Dreams Development Team,NR,Speed Dreams project,NR,https://forge.a-lec.org/speed-dreams/speed-dreams-code,simulator; official repository
A-C0008-01,C0008,dba4a85aac9045e4c82e07f6ee9b7bb290a0863d1b581e94c4c86b8eba3b2df5,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Procedural Generation of Complex Roundabouts for Autonomous Vehicle Testing,Zarif Ikram; Golam Md Muktadir; Jim Whitehead,2023,2023 IEEE Intelligent Vehicles Symposium (IV),10.1109/iv55152.2023.10186533,https://doi.org/10.1109/iv55152.2023.10186533,conference paper
A-C0012-01,C0012,e1ea1561b167b5ebfb6bd216226c22f7c6a5e523f67a99119fe67a5d58215723,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Comparative Analysis of Metaheuristic Algorithms for Procedural Race Track Generation in Games,Sana Alyaseri; Andy Conner,2024,International Journal of Applied Metaheuristic Computing,10.4018/ijamc.350330,https://doi.org/10.4018/ijamc.350330,journal article
A-C0022-01,C0022,a6d637485748cf1c5910467b73c36336d3030b687fc1d9ca9468280f15d0cecb,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Automatically Testing Self-Driving Cars with Search-Based Procedural Content Generation,Alessio Gambi; Marc Mueller; Gordon Fraser,2019,Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis,10.1145/3293882.3330566,https://doi.org/10.1145/3293882.3330566,conference paper
A-C0026-01,C0026,4a11e5b16e5ed427bdc7fa4f148eb75912c7db85a730748652b4b5c04728deec,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Autonomous Drone Racing with Deep Reinforcement Learning,Yunlong Song; Mats Steinweg; Elia Kaufmann; Davide Scaramuzza,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636053,https://doi.org/10.1109/IROS51168.2021.9636053,conference paper
A-C0028-01,C0028,63b55e58569d52b4ecd7a3a9f4f9577d672d8862dc4760aaedf23e9df69f63b7,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Isaac Gym,NVIDIA Corporation,2020,NVIDIA Developer,NR,https://developer.nvidia.com/isaac-gym,simulator software
A-C0029-01,C0029,fcc4f350d129edd81597a943bbdec75f57b1ce3a543499fc454bbdd818d789d2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Outracing champion Gran Turismo drivers with deep reinforcement learning,Peter R. Wurman; Samuel Barrett; Kenta Kawamoto; James MacGlashan; Kaushik Subramanian; Thomas J. Walsh; Roberto Capobianco; Alisa Devlic; Franziska Eckert; Florian Fuchs; Leilani Gilpin; Piyush Khandelwal; Varun Kompella; HaoChih Lin; Patrick MacAlpine; Declan Oller; Takuma Seno; Craig Sherstan; Michael D. Thomure; Houmehr Aghabozorgi; Leon Barrett; Rory Douglas; Dion Whitehead; Peter Dürr; Peter Stone; Michael Spranger; Hiroaki Kitano,2022,Nature,10.1038/s41586-021-04357-7,https://www.nature.com/articles/s41586-021-04357-7,journal article
A-C0030-01,C0030,67f0ec817d7ba8dd2c33b8d1d3b3e7a5429229a87f2f124d7d534e6bb9567390,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Gran Turismo,Polyphony Digital Inc.,1997,PlayStation,NR,https://www.polyphony.co.jp/products/,software
A-C0032-01,C0032,58304018881d98b62c779c13fa3023f3b8d8dce30149dac064dadc11b3fe7d2e,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,A Super-human Vision-based Reinforcement Learning Agent for Autonomous Racing in Gran Turismo,Miguel Vasco; Takuma Seno; Kenta Kawamoto; Kaushik Subramanian; Peter R. Wurman; Peter Stone,2024,Reinforcement Learning Journal,NR,https://rlj.cs.umass.edu/2024/papers/Paper213.html,journal article
A-C0034-01,C0034,3910ea7aedcc17373800c02bc095b8d95be8713773e11c7ec41331c07d5aba63,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Gran Turismo Sport,Polyphony Digital Inc.,2017,PlayStation 4,NR,https://www.gran-turismo.com/us/products/gtsport/,video game software
A-C0037-01,C0037,83f7e0324fb6e3dc9ae786ed586fd6f4386e589cc8a41c0f9a9b3d515c9cb31c,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Race driver model,F. Braghin; F. Cheli; S. Melzi; E. Sabbioni,2008,Computers & Structures,10.1016/j.compstruc.2007.04.028,https://doi.org/10.1016/j.compstruc.2007.04.028,journal article
A-C0039-01,C0039,b08cef3c5eae8e25cdcae696506f4d6e508c43159f92302a34bc3f0f94c131c2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Optimization of the Driving Line on a Race Track,Martin Mühlmeier; Norbert Müller,2002,Motorsports Engineering Conference & Exhibition,10.4271/2002-01-3339,https://doi.org/10.4271/2002-01-3339,conference technical paper
A-C0044-01,C0044,3790f05c6e4f08c17a015f5126e6a965e5ad9b83ac5ca205a569be97c6f9041e,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Optimization-based Path Planning for an Autonomous Vehicle in a Racing Track,Saeed Amirfarhangi Bonab; Ali Emadi,2019,IECON 2019 - 45th Annual Conference of the IEEE Industrial Electronics Society,10.1109/iecon.2019.8926856,https://doi.org/10.1109/iecon.2019.8926856,conference paper
A-C0055-01,C0055,1cd31ca0a7bf2dd7e9bc000714de678b476d095d0ad660f7442d46c715f64651,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,"Global Curvature, Thickness, and the Ideal Shapes of Knots",Oscar Gonzalez; John H. Maddocks,1999,Proceedings of the National Academy of Sciences,10.1073/pnas.96.9.4769,https://doi.org/10.1073/pnas.96.9.4769,journal article
A-C0057-01,C0057,2ce6d5d705217de874a44e61e6468cc9a8a279627d42fd565bfed45c012e2d01,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Repulsive Curves,Chris Yu; Henrik Schumacher; Keenan Crane,2021,ACM Transactions on Graphics,10.1145/3439429,https://doi.org/10.1145/3439429,journal article
A-C0059-01,C0059,395a18f811ce62debe631542b13c2215d1dc6115b9679fa9b6931cd4c61e5966,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Tangent-point energies and ropelength as Gamma-limits of discrete tangent-point energies on biarc curves,Anna Lagemann; Heiko von der Mosel,2023,Advances in Continuous and Discrete Models,10.1186/s13662-022-03750-4,https://arxiv.org/abs/2203.16383,journal article
A-C0060-01,C0060,61f56e281ef81d232a214e95632ec86d8c147fc8464dfa87dd60fe3581955736,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,main,Position Based Dynamics,Matthias Müller; Bruno Heidelberger; Marcus Hennix; John Ratcliff,2007,Journal of Visual Communication and Image Representation,10.1016/j.jvcir.2007.01.005,https://doi.org/10.1016/j.jvcir.2007.01.005,journal article
