candidate_id,input_sha256,agent_id,verified_on,metadata_status,title,authors,year,venue,doi,url,source_type,title_evidence,authors_evidence,year_evidence,venue_evidence,doi_evidence,url_evidence,source_type_evidence,bib_entry_type,bib_venue_field,bib_url,key_author,author_kinds,notes
C0003,5ee5b3fb1a8499d15db8aa9bf62ed8d91ab2c80e0076c7ff0e773b1e3530248a,metadata-06,NR,unverified,TrackGen: An interactive track generator for TORCS and Speed-Dreams,Luigi Cardamone; Pier Luca Lanzi; Daniele Loiacono,2015,Applied Soft Computing,10.1016/j.asoc.2014.11.010,https://www.sciencedirect.com/science/article/pii/S1568494614005705,journal article,publisher::https://api.elsevier.com/content/article/pii/S1568494614005705,crossref::https://api.crossref.org/works/10.1016/j.asoc.2014.11.010,publisher::https://api.elsevier.com/content/article/pii/S1568494614005705,publisher::https://api.elsevier.com/content/article/pii/S1568494614005705,publisher::https://api.elsevier.com/content/article/pii/S1568494614005705,publisher::https://api.elsevier.com/content/article/pii/S1568494614005705,publisher::https://api.elsevier.com/content/article/pii/S1568494614005705,article,journal,https://doi.org/10.1016/j.asoc.2014.11.010,Cardamone,personal;personal;personal,"Official Elsevier metadata confirms title, journal, 2015 cover date, DOI, and journal aggregation. Crossref corroborates the complete authors, but the accessible publisher endpoint omits them, so the record remains unverified."
C0008,de6c3c7216e0c31515106471fa1ab2b18c7ff58a20e8571303b5cb404f3e6414,metadata-06,NR,conflict,Procedural Generation of Complex Roundabouts for Autonomous Vehicle Testing,Ikram; Muktadir; Whitehead,2023,2023 IEEE Intelligent Vehicles Symposium,10.1109/iv55152.2023.10186533,https://doi.org/10.1109/iv55152.2023.10186533,paper,preprint_repository::https://arxiv.org/abs/2303.17900;crossref::https://api.crossref.org/works/10.1109/iv55152.2023.10186533,preprint_repository::https://arxiv.org/abs/2303.17900;crossref::https://api.crossref.org/works/10.1109/iv55152.2023.10186533,preprint_repository::https://arxiv.org/abs/2303.17900;crossref::https://api.crossref.org/works/10.1109/iv55152.2023.10186533,crossref::https://api.crossref.org/works/10.1109/iv55152.2023.10186533,doi::https://doi.org/10.1109/iv55152.2023.10186533,doi::https://doi.org/10.1109/iv55152.2023.10186533,crossref::https://api.crossref.org/works/10.1109/iv55152.2023.10186533,inproceedings,booktitle,https://doi.org/10.1109/iv55152.2023.10186533,Ikram,personal;personal;personal,"Official arXiv record and Crossref corroborate the publication, but IEEE Xplore was inaccessible. The frozen author conflict therefore remains unresolved."
C0012,7b7c21f7442ae1cbc47930f7c7d3bc1f54fd78165e3b6ae9a1686ddfce219f45,metadata-06,NR,conflict,Comparative Analysis of Metaheuristic Algorithms for Procedural Race Track Generation in Games,Alyaseri; Conner,2024,International Journal of Applied Metaheuristic Computing,10.4018/ijamc.350330,https://doi.org/10.4018/ijamc.350330,paper,crossref::https://api.crossref.org/works/10.4018/ijamc.350330,crossref::https://api.crossref.org/works/10.4018/ijamc.350330,crossref::https://api.crossref.org/works/10.4018/ijamc.350330,crossref::https://api.crossref.org/works/10.4018/ijamc.350330,doi::https://doi.org/10.4018/ijamc.350330,doi::https://doi.org/10.4018/ijamc.350330,crossref::https://api.crossref.org/works/10.4018/ijamc.350330,article,journal,https://doi.org/10.4018/ijamc.350330,Alyaseri,personal;personal,"Crossref corroborates the DOI and journal record, but IGI Global blocked the official page. Frozen author, venue, and source-type conflicts remain unresolved."
C0019,56c11d7a34b9e8f3825b1712eb1af43c96e307df655a6173fd3d6d31ac7d10fb,metadata-06,2026-06-30,verified,Prioritized Level Replay,Minqi Jiang; Edward Grefenstette; Tim Rocktäschel,2021,Proceedings of the 38th International Conference on Machine Learning,NR,https://proceedings.mlr.press/v139/jiang21b.html,conference paper,proceedings::https://proceedings.mlr.press/v139/jiang21b.html,proceedings::https://proceedings.mlr.press/v139/jiang21b.html,proceedings::https://proceedings.mlr.press/v139/jiang21b.html,proceedings::https://proceedings.mlr.press/v139/jiang21b.html,NR,proceedings::https://proceedings.mlr.press/v139/jiang21b.html,proceedings::https://proceedings.mlr.press/v139/jiang21b.html,inproceedings,booktitle,https://proceedings.mlr.press/v139/jiang21b.html,Jiang,personal;personal;personal,Official PMLR proceedings record reports no DOI.
C0030,577cddeab6234b4016b240ef07c27b691b1381fb3c27967573345e247ff94150,metadata-06,2026-06-30,verified,Gran Turismo,Polyphony Digital Inc.,1997,PlayStation,NR,https://www.polyphony.co.jp/products/,software,official_documentation::https://www.polyphony.co.jp/products/,official_documentation::https://www.polyphony.co.jp/products/,official_documentation::https://www.polyphony.co.jp/products/,official_documentation::https://www.polyphony.co.jp/products/,NR,official_documentation::https://www.polyphony.co.jp/products/,official_documentation::https://www.polyphony.co.jp/products/,misc,howpublished,https://www.polyphony.co.jp/products/,Polyphony Digital,corporate,Official product archive identifies the original 1997 PlayStation title and developer; no DOI applies to this software.
C0032,16e76f89088abce9e5b6d44104e8ca44fdaaa79f39e8ad548d202a14e83e40f6,metadata-06,2026-06-30,verified,A Super-human Vision-based Reinforcement Learning Agent for Autonomous Racing in Gran Turismo,Miguel Vasco; Takuma Seno; Kenta Kawamoto; Kaushik Subramanian; Peter R. Wurman; Peter Stone,2024,Reinforcement Learning Journal,NR,https://rlj.cs.umass.edu/2024/papers/Paper213.html,journal article,publisher::https://rlj.cs.umass.edu/2024/papers/Paper213.html,publisher::https://rlj.cs.umass.edu/2024/papers/Paper213.html,publisher::https://rlj.cs.umass.edu/2024/papers/Paper213.html,publisher::https://rlj.cs.umass.edu/2024/papers/Paper213.html,NR,publisher::https://rlj.cs.umass.edu/2024/papers/Paper213.html,publisher::https://rlj.cs.umass.edu/2024/papers/Paper213.html,article,journal,https://rlj.cs.umass.edu/2024/papers/Paper213.html,Vasco,personal;personal;personal;personal;personal;personal,Official Reinforcement Learning Journal record reports no DOI.
C0042,658cea7154882794e714a886dbec8053ab139d098ade4ce15887a1b2988a5057,metadata-06,NR,unverified,Computing the racing line using Bayesian optimization,Achin Jain; Manfred Morari,2020,2020 59th IEEE Conference on Decision and Control (CDC),10.1109/cdc42340.2020.9304147,https://doi.org/10.1109/cdc42340.2020.9304147,conference paper,crossref::https://api.crossref.org/works/10.1109/cdc42340.2020.9304147,crossref::https://api.crossref.org/works/10.1109/cdc42340.2020.9304147,crossref::https://api.crossref.org/works/10.1109/cdc42340.2020.9304147,crossref::https://api.crossref.org/works/10.1109/cdc42340.2020.9304147,doi::https://doi.org/10.1109/cdc42340.2020.9304147,doi::https://doi.org/10.1109/cdc42340.2020.9304147,crossref::https://api.crossref.org/works/10.1109/cdc42340.2020.9304147,inproceedings,booktitle,https://doi.org/10.1109/cdc42340.2020.9304147,Jain,personal;personal,"Crossref corroborates complete metadata, but IEEE Xplore was inaccessible, so published core metadata remains unverified."
C0046,4d5cb8d0383d52b9a47a3bd4b7ad6aaf2b5d25535fff0e387616c3b304f148a7,metadata-06,NR,conflict,MetaDrive: Composing Diverse Driving Scenarios for Generalizable Reinforcement Learning,Quanyi Li; Zhenghao Peng; Lan Feng; Qihang Zhang; Zhenghai Xue; Bolei Zhou,2021,IEEE Transactions on Pattern Analysis and Machine Intelligence 45(3),10.1109/TPAMI.2022.3190471,https://doi.org/10.1109/tpami.2022.3190471,paper,preprint_repository::https://arxiv.org/abs/2109.12674;crossref::https://api.crossref.org/works/10.1109/tpami.2022.3190471,preprint_repository::https://arxiv.org/abs/2109.12674;crossref::https://api.crossref.org/works/10.1109/tpami.2022.3190471,preprint_repository::https://arxiv.org/abs/2109.12674;crossref::https://api.crossref.org/works/10.1109/tpami.2022.3190471,crossref::https://api.crossref.org/works/10.1109/tpami.2022.3190471,doi::https://doi.org/10.1109/tpami.2022.3190471,doi::https://doi.org/10.1109/tpami.2022.3190471,crossref::https://api.crossref.org/works/10.1109/tpami.2022.3190471,article,journal,https://doi.org/10.1109/tpami.2022.3190471,Li,personal;personal;personal;personal;personal;personal,"Official arXiv and Crossref records distinguish the 2021 preprint from the 2023 journal issue, but IEEE Xplore was inaccessible. Frozen year, venue, and source-type conflicts remain unresolved."
C0047,392e4721c76ac28433e99695c26b221f09902fecec6c8fed6f4425fff5456185,metadata-06,2026-06-30,verified,ChickenKorma/Track-Generator,ChickenKorma,2022,GitHub repository,NR,https://github.com/ChickenKorma/Track-Generator,software repository,official_repository::https://api.github.com/repos/ChickenKorma/Track-Generator,official_repository::https://api.github.com/repos/ChickenKorma/Track-Generator,official_repository::https://api.github.com/repos/ChickenKorma/Track-Generator,official_repository::https://api.github.com/repos/ChickenKorma/Track-Generator,NR,official_repository::https://api.github.com/repos/ChickenKorma/Track-Generator,official_repository::https://api.github.com/repos/ChickenKorma/Track-Generator,misc,howpublished,https://github.com/ChickenKorma/Track-Generator,ChickenKorma,personal,Official repository metadata gives a 2022 creation date; no versioned release or DOI is reported.
C0054,dbe0959ea600a40530d2bddc09163ea9e2721a6cec6cf98edc1ef58c7b97dddd,metadata-06,NR,unverified,Interactive procedural street modeling,Guoning Chen; Gregory Esch; Peter Wonka; Pascal Müller; Eugene Zhang,2008,ACM Transactions on Graphics,10.1145/1360612.1360702,https://doi.org/10.1145/1360612.1360702,journal article,crossref::https://api.crossref.org/works/10.1145/1360612.1360702,crossref::https://api.crossref.org/works/10.1145/1360612.1360702,crossref::https://api.crossref.org/works/10.1145/1360612.1360702,crossref::https://api.crossref.org/works/10.1145/1360612.1360702,doi::https://doi.org/10.1145/1360612.1360702,doi::https://doi.org/10.1145/1360612.1360702,crossref::https://api.crossref.org/works/10.1145/1360612.1360702,article,journal,https://doi.org/10.1145/1360612.1360702,Chen,personal;personal;personal;personal;personal,"Crossref corroborates complete metadata, but ACM Digital Library was inaccessible, so published core metadata remains unverified."
