candidate_id,input_sha256,agent_id,verified_on,metadata_status,title,authors,year,venue,doi,url,source_type,title_evidence,authors_evidence,year_evidence,venue_evidence,doi_evidence,url_evidence,source_type_evidence,bib_entry_type,bib_venue_field,bib_url,key_author,author_kinds,notes
C0001,e53f3c14394dfbd3ec8566f0d842117e8d3f22195c01c7fb41853801a9d2ee6c,metadata-02,2026-06-30,verified,TORCS - The Open Racing Car Simulator,TORCS Project,NR,SourceForge project,NR,https://sourceforge.net/projects/torcs/,simulator; official repository,official_repository::https://sourceforge.net/projects/torcs/,official_repository::https://sourceforge.net/projects/torcs/,NR,official_repository::https://sourceforge.net/projects/torcs/,NR,official_repository::https://sourceforge.net/projects/torcs/,official_repository::https://sourceforge.net/projects/torcs/,misc,howpublished,https://sourceforge.net/projects/torcs/,TORCS,corporate,Living software project; the official repository does not assign one canonical publication year or DOI.
C0002,a30c35f26e36fa5a2528317f92dc10010ef4fe4bd65945f02846a7d6c9ff502b,metadata-02,2026-06-30,verified,Speed Dreams,Speed Dreams Development Team,NR,Speed Dreams project,NR,https://gitlab.com/speed-dreams/speed-dreams-code,simulator; official repository,official_documentation::https://www.speed-dreams.net/en/about,official_documentation::https://www.speed-dreams.net/en/about,NR,official_documentation::https://www.speed-dreams.net/en/about,NR,official_repository::https://gitlab.com/speed-dreams/speed-dreams-code,official_documentation::https://www.speed-dreams.net/en/about;official_repository::https://gitlab.com/speed-dreams/speed-dreams-code,misc,howpublished,https://gitlab.com/speed-dreams/speed-dreams-code,SpeedDreams,corporate,Living simulator project; its official site and repository do not assign one canonical publication year or DOI.
C0009,a70472dbc42317a4b69529f3b7ee2c1f548c59a8967c0d1d5af5a4c720f7c3e6,metadata-02,2026-06-30,verified,Automatic Track Generation for High-End Racing Games Using Evolutionary Computation,Daniele Loiacono; Luigi Cardamone; Pier Luca Lanzi,2011,IEEE Transactions on Computational Intelligence and AI in Games,10.1109/tciaig.2011.2163692,https://doi.org/10.1109/tciaig.2011.2163692,journal article,publisher::https://ieeexplore.ieee.org/document/5975206/,publisher::https://ieeexplore.ieee.org/document/5975206/,publisher::https://ieeexplore.ieee.org/document/5975206/,publisher::https://ieeexplore.ieee.org/document/5975206/,doi::https://doi.org/10.1109/tciaig.2011.2163692;publisher::https://ieeexplore.ieee.org/document/5975206/,doi::https://doi.org/10.1109/tciaig.2011.2163692;publisher::https://ieeexplore.ieee.org/document/5975206/,publisher::https://ieeexplore.ieee.org/document/5975206/,article,journal,https://doi.org/10.1109/tciaig.2011.2163692,Loiacono,personal;personal;personal,The IEEE version of record supplies the full ordered author list and journal identity.
C0011,2e0bd767a5bf524f04c7ee44567d6c470d69eb9ca90670c815765abb57555bd1,metadata-02,2026-06-30,verified,Search-based Procedural Content Generation for Race Tracks in Video Games,Hafizh Adi Prasetya; Nur Ulfa Maulidevi,2016,International Journal on Electrical Engineering and Informatics,10.15676/ijeei.2016.8.4.6,https://doi.org/10.15676/ijeei.2016.8.4.6,journal article,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf,doi::https://doi.org/10.15676/ijeei.2016.8.4.6;publisher::https://ijeei.org/archives-number-49.html,doi::https://doi.org/10.15676/ijeei.2016.8.4.6;publisher::https://ijeei.org/archives-number-49.html,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf,article,journal,https://doi.org/10.15676/ijeei.2016.8.4.6,Prasetya,personal;personal,The official journal archive and issue PDF agree on the complete article metadata.
C0013,79f00cb9df58667eaa78e4996feb77fa05d7e789aeb3460c75ecc3fcad97a63c,metadata-02,2026-06-30,verified,Procedural Generation of Isometric Racetracks Using Chain Code for Racing Games,Erik Jhones F. do Nascimento; Tassiana M. Castro; Ana Carolina S. Abreu; Filipe A. Lira; Amauri H. Souza,2021,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),10.1109/sbgames54170.2021.00025,https://doi.org/10.1109/sbgames54170.2021.00025,conference paper,proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/,proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/,proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/,proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/,doi::https://doi.org/10.1109/sbgames54170.2021.00025;publisher::https://ieeexplore.ieee.org/document/9637636/,doi::https://doi.org/10.1109/sbgames54170.2021.00025;proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/,proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/,inproceedings,booktitle,https://doi.org/10.1109/sbgames54170.2021.00025,do Nascimento,personal;personal;personal;personal;personal,The official proceedings PDF fixes the author order with Filipe A. Lira before Amauri H. Souza.
C0018,ea053c0ae3edeb292b62dae6dc19cb507db7327d4c07398c18cd6dabee123bf4,metadata-02,2026-06-30,verified,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,2023,Proceedings of the 40th International Conference on Machine Learning,NR,https://proceedings.mlr.press/v202/azad23a.html,conference paper,proceedings::https://proceedings.mlr.press/v202/azad23a.html,proceedings::https://proceedings.mlr.press/v202/azad23a.html,proceedings::https://proceedings.mlr.press/v202/azad23a.html,proceedings::https://proceedings.mlr.press/v202/azad23a.html,NR,proceedings::https://proceedings.mlr.press/v202/azad23a.html,proceedings::https://proceedings.mlr.press/v202/azad23a.html,inproceedings,booktitle,https://proceedings.mlr.press/v202/azad23a.html,Azad,personal;personal;personal;personal;personal;personal;personal,PMLR is the 2023 version of record and assigns no DOI; 2022 is only the arXiv posting year.
C0031,31f1e050d39d2d751ffac6224ac5cb201a144050f2b538dded235de68eda85c7,metadata-02,2026-06-30,verified,Super-Human Performance in Gran Turismo Sport Using Deep Reinforcement Learning,Florian Fuchs; Yunlong Song; Elia Kaufmann; Davide Scaramuzza; Peter Durr,2021,IEEE Robotics and Automation Letters,10.1109/lra.2021.3064284,https://doi.org/10.1109/lra.2021.3064284,journal article,publisher::https://ieeexplore.ieee.org/document/9372847/,publisher::https://ieeexplore.ieee.org/document/9372847/,publisher::https://ieeexplore.ieee.org/document/9372847/,publisher::https://ieeexplore.ieee.org/document/9372847/,doi::https://doi.org/10.1109/lra.2021.3064284;publisher::https://ieeexplore.ieee.org/document/9372847/,doi::https://doi.org/10.1109/lra.2021.3064284;publisher::https://ieeexplore.ieee.org/document/9372847/,publisher::https://ieeexplore.ieee.org/document/9372847/,article,journal,https://doi.org/10.1109/lra.2021.3064284,Fuchs,personal;personal;personal;personal;personal,"The canonical record is the 2021 IEEE journal article, superseding the 2020 arXiv posting for citation metadata."
C0033,25aa2d8f655c64c9c1e8b53d2cdb9f3378d758893c51e626aaadf63769f6ca60,metadata-02,2026-06-30,verified,A Champion-Level Vision-Based Reinforcement Learning Agent for Competitive Racing in Gran Turismo 7,Hojoon Lee; Takuma Seno; Jun Jet Tai; Kaushik Subramanian; Kenta Kawamoto; Peter Stone; Peter R. Wurman,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3560873,https://doi.org/10.1109/lra.2025.3560873,journal article,publisher::https://ieeexplore.ieee.org/document/10964853/,publisher::https://ieeexplore.ieee.org/document/10964853/,publisher::https://ieeexplore.ieee.org/document/10964853/,publisher::https://ieeexplore.ieee.org/document/10964853/,doi::https://doi.org/10.1109/lra.2025.3560873;publisher::https://ieeexplore.ieee.org/document/10964853/,doi::https://doi.org/10.1109/lra.2025.3560873;publisher::https://ieeexplore.ieee.org/document/10964853/,publisher::https://ieeexplore.ieee.org/document/10964853/,article,journal,https://doi.org/10.1109/lra.2025.3560873,Lee,personal;personal;personal;personal;personal;personal;personal,The 2025 IEEE journal version provides a version-of-record DOI that was absent from the provisional row.
C0037,fa53c0089aa85ef0e4736d339bd7136a889ea1e4964ce09e836105d43fda481f,metadata-02,2026-06-30,verified,Race driver model,F. Braghin; F. Cheli; S. Melzi; E. Sabbioni,2008,Computers & Structures,10.1016/j.compstruc.2007.04.028,https://doi.org/10.1016/j.compstruc.2007.04.028,journal article,publisher::https://www.sciencedirect.com/science/article/pii/S0045794908000163,publisher::https://www.sciencedirect.com/science/article/pii/S0045794908000163,publisher::https://www.sciencedirect.com/science/article/pii/S0045794908000163,publisher::https://www.sciencedirect.com/science/article/pii/S0045794908000163,doi::https://doi.org/10.1016/j.compstruc.2007.04.028;publisher::https://www.sciencedirect.com/science/article/pii/S0045794908000163,doi::https://doi.org/10.1016/j.compstruc.2007.04.028;publisher::https://www.sciencedirect.com/science/article/pii/S0045794908000163,publisher::https://www.sciencedirect.com/science/article/pii/S0045794908000163,article,journal,https://doi.org/10.1016/j.compstruc.2007.04.028,Braghin,personal;personal;personal;personal,The Elsevier record supplies all four ordered authors; initials are retained exactly rather than using an et al. abbreviation.
C0041,2cdaf5f6e7f9c1df48c6366a737f831a5057f9be46fe4fa767aab300c40d9236,metadata-02,2026-06-30,verified,Time-optimal trajectory planning for a race car considering variable tyre-road friction coefficients,Fabian Christ; Alexander Wischnewski; Alexander Heilmeier; Boris Lohmann,2021,Vehicle System Dynamics,10.1080/00423114.2019.1704804,https://doi.org/10.1080/00423114.2019.1704804,journal article,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804,doi::https://doi.org/10.1080/00423114.2019.1704804;publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804,doi::https://doi.org/10.1080/00423114.2019.1704804;publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804,article,journal,https://doi.org/10.1080/00423114.2019.1704804,Christ,personal;personal;personal;personal,Published online in 2019; the canonical citation year is the 2021 volume 59 issue 4 publication year.
