candidate_id,input_sha256,agent_id,input_conflict_id,field,value_a,value_b,resolution,resolution_evidence
C0009,a70472dbc42317a4b69529f3b7ee2c1f548c59a8967c0d1d5af5a4c720f7c3e6,metadata-02,X6BBF6AB9401B,authors,Daniele Loiacono; Luigi Cardamone; Pier Luca Lanzi,Loiacono; Cardamone; Lanzi,Daniele Loiacono; Luigi Cardamone; Pier Luca Lanzi,publisher::https://ieeexplore.ieee.org/document/5975206/
C0009,a70472dbc42317a4b69529f3b7ee2c1f548c59a8967c0d1d5af5a4c720f7c3e6,metadata-02,XAE22506EC1BB,venue,IEEE Transactions on Computational Intelligence and AI in Games,IEEE Transactions on Computational Intelligence and AI in Games 3(3),IEEE Transactions on Computational Intelligence and AI in Games,publisher::https://ieeexplore.ieee.org/document/5975206/
C0009,a70472dbc42317a4b69529f3b7ee2c1f548c59a8967c0d1d5af5a4c720f7c3e6,metadata-02,X0327D60B7A1A,url,https://doi.org/10.1109/TCIAIG.2011.2163692,https://doi.org/10.1109/tciaig.2011.2163692,https://doi.org/10.1109/tciaig.2011.2163692,doi::https://doi.org/10.1109/tciaig.2011.2163692;publisher::https://ieeexplore.ieee.org/document/5975206/
C0009,a70472dbc42317a4b69529f3b7ee2c1f548c59a8967c0d1d5af5a4c720f7c3e6,metadata-02,XC4564D7C228E,source_type,journal article,paper,journal article,publisher::https://ieeexplore.ieee.org/document/5975206/
C0011,2e0bd767a5bf524f04c7ee44567d6c470d69eb9ca90670c815765abb57555bd1,metadata-02,X342CAC170E90,authors,Hafizh Adi Prasetya; Nur Ulfa Maulidevi,Prasetya; Maulidevi,Hafizh Adi Prasetya; Nur Ulfa Maulidevi,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf
C0011,2e0bd767a5bf524f04c7ee44567d6c470d69eb9ca90670c815765abb57555bd1,metadata-02,X5CED272399D3,venue,International Journal on Electrical Engineering and Informatics,International Journal on Electrical Engineering and Informatics 8(4),International Journal on Electrical Engineering and Informatics,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf
C0011,2e0bd767a5bf524f04c7ee44567d6c470d69eb9ca90670c815765abb57555bd1,metadata-02,X9AAAA7E626CC,url,https://doi.org/10.15676/IJEEI.2016.8.4.6,https://doi.org/10.15676/ijeei.2016.8.4.6,https://doi.org/10.15676/ijeei.2016.8.4.6,doi::https://doi.org/10.15676/ijeei.2016.8.4.6;publisher::https://ijeei.org/archives-number-49.html
C0011,2e0bd767a5bf524f04c7ee44567d6c470d69eb9ca90670c815765abb57555bd1,metadata-02,XD6CF401FA3AF,url,https://doi.org/10.15676/ijeei.2016.8.4.6,https://ijeei.org/archives-number-49.html,https://doi.org/10.15676/ijeei.2016.8.4.6,doi::https://doi.org/10.15676/ijeei.2016.8.4.6;publisher::https://ijeei.org/archives-number-49.html
C0011,2e0bd767a5bf524f04c7ee44567d6c470d69eb9ca90670c815765abb57555bd1,metadata-02,X7D38693A8F46,source_type,journal article,paper,journal article,publisher::https://ijeei.org/archives-number-49.html;publisher::https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf
C0013,79f00cb9df58667eaa78e4996feb77fa05d7e789aeb3460c75ecc3fcad97a63c,metadata-02,XB9B490D43F0D,authors,Erik Jhones F. do Nascimento; Tassiana M. Castro; Ana Carolina S. Abreu; Amauri H. Souza; Filipe A. Lira,Erik Jhones F. do Nascimento; Tassiana M. Castro; Ana Carolina S. Abreu; Filipe A. Lira; Amauri H. Souza,Erik Jhones F. do Nascimento; Tassiana M. Castro; Ana Carolina S. Abreu; Filipe A. Lira; Amauri H. Souza,proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/
