candidate_id,input_sha256,agent_id,verified_on,metadata_status,title,authors,year,venue,doi,url,source_type,title_evidence,authors_evidence,year_evidence,venue_evidence,doi_evidence,url_evidence,source_type_evidence,bib_entry_type,bib_venue_field,bib_url,key_author,author_kinds,notes
C0006,777d644a003e5ddfe775dfc54b24a2ab2732c25dc305590722d6f14ea0e931c9,metadata-05,2026-06-30,verified,Improving the Generalization of End-to-End Driving through Procedural Generation,Quanyi Li; Zhenghao Peng; Qihang Zhang; Chunxiao Liu; Bolei Zhou,2020,arXiv,10.48550/arXiv.2012.13681,https://arxiv.org/abs/2012.13681,preprint,preprint_repository::https://arxiv.org/abs/2012.13681,preprint_repository::https://arxiv.org/abs/2012.13681,preprint_repository::https://arxiv.org/abs/2012.13681,preprint_repository::https://arxiv.org/abs/2012.13681,preprint_repository::https://arxiv.org/abs/2012.13681,preprint_repository::https://arxiv.org/abs/2012.13681,preprint_repository::https://arxiv.org/abs/2012.13681,misc,howpublished,https://arxiv.org/abs/2012.13681,Li,personal;personal;personal;personal;personal,Preprint-only record; the official repository record has no journal reference.
C0010,652fc14cc9ff2cad8ff8bf19ad454f9d37fc593c31d13f6a57bf5b89dfcd313c,metadata-05,2026-06-30,verified,Making Racing Fun Through Player Modeling and Track Evolution,Julian Togelius; Renzo De Nardi; Simon M. Lucas,2006,Cogprints,NR,https://web-archive.southampton.ac.uk/cogprints.org/5221/,conference paper preprint,preprint_repository::https://web-archive.southampton.ac.uk/cogprints.org/5221/,preprint_repository::https://web-archive.southampton.ac.uk/cogprints.org/5221/,preprint_repository::https://web-archive.southampton.ac.uk/cogprints.org/5221/,preprint_repository::https://web-archive.southampton.ac.uk/cogprints.org/5221/,NR,preprint_repository::https://web-archive.southampton.ac.uk/cogprints.org/5221/,preprint_repository::https://web-archive.southampton.ac.uk/cogprints.org/5221/,misc,howpublished,https://web-archive.southampton.ac.uk/cogprints.org/5221/,Togelius,personal;personal;personal,Preprint-only repository record; it identifies a conference paper but reports neither the original venue nor a DOI.
C0025,7d7f8d5fb4e038021ff304104935dcd9706d07364fc2c9ae44a9d7c7c756182f,metadata-05,2026-06-30,verified,AirSim Drone Racing Lab,Ratnesh Madaan; Nicholas Gyde; Sai Vemprala; Matthew Brown; Keiko Nagami; Tim Taubner; Eric Cristofalo; Davide Scaramuzza; Mac Schwager; Ashish Kapoor,2020,Proceedings of the NeurIPS 2019 Competition and Demonstration Track,NR,https://proceedings.mlr.press/v123/madaan20a.html,conference paper,proceedings::https://proceedings.mlr.press/v123/madaan20a.html,proceedings::https://proceedings.mlr.press/v123/madaan20a.html,proceedings::https://proceedings.mlr.press/v123/madaan20a.html,proceedings::https://proceedings.mlr.press/v123/madaan20a.html,NR,proceedings::https://proceedings.mlr.press/v123/madaan20a.html,proceedings::https://proceedings.mlr.press/v123/madaan20a.html,inproceedings,booktitle,https://proceedings.mlr.press/v123/madaan20a.html,Madaan,personal;personal;personal;personal;personal;personal;personal;personal;personal;personal,The official PMLR proceedings record provides a stable URL but assigns no DOI.
C0026,a3f02179ba517d3e18499feac53517f8df7b1283ded5100dffcd9ef5958b3e20,metadata-05,2026-06-30,verified,Autonomous Drone Racing with Deep Reinforcement Learning,Yunlong Song; Mats Steinweg; Elia Kaufmann; Davide Scaramuzza,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/IROS51168.2021.9636053,https://doi.org/10.1109/IROS51168.2021.9636053,conference paper,publisher::https://ieeexplore.ieee.org/document/9636053/,publisher::https://ieeexplore.ieee.org/document/9636053/,publisher::https://ieeexplore.ieee.org/document/9636053/,publisher::https://ieeexplore.ieee.org/document/9636053/,publisher::https://ieeexplore.ieee.org/document/9636053/;doi::https://doi.org/10.1109/IROS51168.2021.9636053,doi::https://doi.org/10.1109/IROS51168.2021.9636053,publisher::https://ieeexplore.ieee.org/document/9636053/,inproceedings,booktitle,https://doi.org/10.1109/IROS51168.2021.9636053,Song,personal;personal;personal;personal,NR
C0027,c0bf120659ea89de138a676e5e5ddab3c3fd3283ead69598edba44bbc76c51f6,metadata-05,2026-06-30,verified,Learning Generalizable Policy for Obstacle-Aware Autonomous Drone Racing,Yueqian Liu,2024,arXiv,10.48550/arXiv.2411.04246,https://arxiv.org/abs/2411.04246,preprint,preprint_repository::https://arxiv.org/abs/2411.04246,preprint_repository::https://arxiv.org/abs/2411.04246,preprint_repository::https://arxiv.org/abs/2411.04246,preprint_repository::https://arxiv.org/abs/2411.04246,preprint_repository::https://arxiv.org/abs/2411.04246,preprint_repository::https://arxiv.org/abs/2411.04246,preprint_repository::https://arxiv.org/abs/2411.04246,misc,howpublished,https://arxiv.org/abs/2411.04246,Liu,personal,Preprint-only record; the official repository record has no journal reference.
C0034,37810985f1cdee73ec11180a034db92f683fb3282198a4bd0b0d08a9b61b28a7,metadata-05,2026-06-30,verified,Gran Turismo Sport,Polyphony Digital Inc.,2017,PlayStation 4,NR,https://www.gran-turismo.com/us/products/gtsport/,video game software,official_release::https://www.gran-turismo.com/us/products/gtsport/,official_release::https://www.gran-turismo.com/us/products/gtsport/,official_release::https://www.gran-turismo.com/us/products/gtsport/,official_release::https://www.gran-turismo.com/us/products/gtsport/,NR,official_release::https://www.gran-turismo.com/us/products/gtsport/,official_release::https://www.gran-turismo.com/us/products/gtsport/,misc,howpublished,https://www.gran-turismo.com/us/products/gtsport/,PolyphonyDigital,corporate,The official product page identifies the original October 2017 release and developer; this software has no DOI.
C0036,a1742ee21e59115cefd8e6c3ff3af4bf6e3c91d96ceffeb30fd1d97af6293c28,metadata-05,2026-06-30,verified,Generating a Racing Line for an Autonomous Racecar Using Professional Driving Techniques,Paul A. Theodosis; J. Christian Gerdes,2011,"ASME 2011 Dynamic Systems and Control Conference and Bath/ASME Symposium on Fluid Power and Motion Control, Volume 2",10.1115/DSCC2011-6097,https://doi.org/10.1115/DSCC2011-6097,conference paper,publisher::https://asmedigitalcollection.asme.org/DSCC/proceedings/DSCC2011/54761/853/353667,publisher::https://asmedigitalcollection.asme.org/DSCC/proceedings/DSCC2011/54761/853/353667,publisher::https://asmedigitalcollection.asme.org/DSCC/proceedings/DSCC2011/54761/853/353667,publisher::https://asmedigitalcollection.asme.org/DSCC/proceedings/DSCC2011/54761/853/353667,publisher::https://asmedigitalcollection.asme.org/DSCC/proceedings/DSCC2011/54761/853/353667;doi::https://doi.org/10.1115/DSCC2011-6097,doi::https://doi.org/10.1115/DSCC2011-6097,publisher::https://asmedigitalcollection.asme.org/DSCC/proceedings/DSCC2011/54761/853/353667,inproceedings,booktitle,https://doi.org/10.1115/DSCC2011-6097,Theodosis,personal;personal,NR
C0038,2d9c219ce8e50f3b7fd5f3d20b69dd2a00cea2ba4c85fcb20804895b5adb5a85,metadata-05,2026-06-30,verified,Minimum curvature trajectory planning and control for an autonomous race car,Alexander Heilmeier; Alexander Wischnewski; Leonhard Hermansdorfer; Johannes Betz; Markus Lienkamp; Boris Lohmann,2020,Vehicle System Dynamics,10.1080/00423114.2019.1631455,https://doi.org/10.1080/00423114.2019.1631455,journal article,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1631455,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1631455,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1631455,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1631455,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1631455;doi::https://doi.org/10.1080/00423114.2019.1631455,doi::https://doi.org/10.1080/00423114.2019.1631455,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1631455,article,journal,https://doi.org/10.1080/00423114.2019.1631455,Heilmeier,personal;personal;personal;personal;personal;personal,The official publisher citation assigns the 2020 volume year; the 2019 online-first date explains the frozen alternative.
C0048,829e3e111fb716d27853bed18136f907ba64af865a1d1eb4d9b8451c33906709,metadata-05,2026-06-30,verified,Unity,Unity Technologies,NR,Unity User Manual,NR,https://docs.unity3d.com/Manual/UnityManual.html,game engine software documentation,official_documentation::https://docs.unity3d.com/Manual/UnityManual.html,official_documentation::https://docs.unity3d.com/Manual/UnityManual.html,NR,official_documentation::https://docs.unity3d.com/Manual/UnityManual.html,NR,official_documentation::https://docs.unity3d.com/Manual/UnityManual.html,official_documentation::https://docs.unity3d.com/Manual/UnityManual.html,misc,howpublished,https://docs.unity3d.com/Manual/UnityManual.html,UnityTechnologies,corporate,"This version-independent software candidate is continuously released, so no single publication year or DOI is reported."
C0050,e6e6b3dbf1439b5fb1c8df52573ffdc9959c512c661ee0b0246a0d20d36b48f0,metadata-05,2026-06-30,verified,meraccos/random_car_racing_track_generator,meraccos,2023,GitHub repository,NR,https://github.com/meraccos/random_car_racing_track_generator,software repository,official_repository::https://github.com/meraccos/random_car_racing_track_generator,official_repository::https://github.com/meraccos/random_car_racing_track_generator,official_repository::https://github.com/meraccos/random_car_racing_track_generator,official_repository::https://github.com/meraccos/random_car_racing_track_generator,NR,official_repository::https://github.com/meraccos/random_car_racing_track_generator,official_repository::https://github.com/meraccos/random_car_racing_track_generator,misc,howpublished,https://github.com/meraccos/random_car_racing_track_generator,meraccos,personal,The repository has no release DOI or CITATION.cff; the account handle is the only official author identity and 2023 is the repository creation year.
