assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0009-06,C0009,e97cf50e753ab6762b5eacc3d530dab5a16e9b8daf8950669560fe39ef17a3f8,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,Automatic Track Generation for High-End Racing Games Using Evolutionary Computation,Daniele Loiacono; Luigi Cardamone; Pier Luca Lanzi,2011,IEEE Transactions on Computational Intelligence and AI in Games,10.1109/tciaig.2011.2163692,https://doi.org/10.1109/tciaig.2011.2163692,journal article
A-C0011-06,C0011,dc791af7b6c6c44278f888815e40255f691ad29979e39d4d6d86190a67a2824e,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,Search-based Procedural Content Generation for Race Tracks in Video Games,Hafizh Adi Prasetya; Nur Ulfa Maulidevi,2016,International Journal on Electrical Engineering and Informatics,10.15676/ijeei.2016.8.4.6,https://doi.org/10.15676/ijeei.2016.8.4.6,journal article
A-C0015-06,C0015,cb1ddc5dc32f8fcc322f467e83b4b075d0643984e7b5331c87f8334855af025b,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,UN Regulation No. 157 - Automated Lane Keeping Systems (ALKS),United Nations Economic Commission for Europe,2021,United Nations Regulation No. 157,NR,https://unece.org/transport/documents/2021/03/standards/un-regulation-no-157-automated-lane-keeping-systems-alks,official standard
A-C0017-06,C0017,2733b7bb769f30f0681c279b136b38b5a50397a3e06f151cf369f4d8ed92339e,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,Car Racing,Oleg Klimov,NR,Gymnasium Documentation,NR,https://gymnasium.farama.org/environments/box2d/car_racing/,benchmark environment; official documentation
A-C0063-06,C0063,72a846d4530e204efb788f12170e5366d2f5237bae6a1db0733bb1b4b0cc8393,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,TrackGen,Antoine Richard,2026,GitHub repository,NR,https://github.com/AntoineRichard/TrackGen,software repository
A-C0097-06,C0097,5cf9172bdac606f7f259d8586218d993065f7460d4d6967b69fcbe07715b3522,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,Lu Mi; Hang Zhao; Charlie Nash; Xiaohan Jin; Jiyang Gao; Chen Sun; Cordelia Schmid; Nir Shavit; Yuning Chai; Dragomir Anguelov,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr46437.2021.00421,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,conference paper
A-C0128-06,C0128,fb7c0530c2dfb53fa06f790a2ccc75f318dc8a6bda6e342dd2effde98f840064,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,CommonRoad: Composable Benchmarks for Motion Planning on Roads,Matthias Althoff; Markus Koschi; Stefanie Manzinger,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/ivs.2017.7995802,https://doi.org/10.1109/ivs.2017.7995802,conference paper
A-C0136-06,C0136,dda1de9c4ea938803fa2926bc280d1036187ece14cba522943baa19229c1a2cd,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,SBST Tool Competition 2021,Sebastiano Panichella; Alessio Gambi; Fiorella Zampetti; Vincenzo Riccio,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00011,https://ieeexplore.ieee.org/document/9476243/,conference paper; competition report
A-C0145-06,C0145,aa63fd5adcb4d89b78e503e63999d34385e34a65f01262f9369bf8aa35bed8d5,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,Reinforcement Learning Informed Evolutionary Search for Autonomous Systems Testing,Dmytro Humeniuk;Foutse Khomh;Giuliano Antoniol,2024,ACM Transactions on Software Engineering and Methodology,10.1145/3680468,https://doi.org/10.1145/3680468,journal article
A-C0147-06,C0147,1683b69342398cf9c8c75e8f4cde2954193e305fb17770dc1e7df9fc980bec36,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-06,calibration,Toward Maritime Robotic Simulation in Gazebo,Brian Bingham;Carlos Agüero;Michael McCarrin;Joseph Klamo;Joshua Malia;Kevin Allen;Tyler Lum;Marshall Rawson;Rumman Waqar,2019,OCEANS 2019 MTS/IEEE SEATTLE,10.23919/oceans40490.2019.8962724,https://doi.org/10.23919/oceans40490.2019.8962724,conference paper
