assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0015-05,C0015,cb1ddc5dc32f8fcc322f467e83b4b075d0643984e7b5331c87f8334855af025b,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,UN Regulation No. 157 - Automated Lane Keeping Systems (ALKS),United Nations Economic Commission for Europe,2021,United Nations Regulation No. 157,NR,https://unece.org/transport/documents/2021/03/standards/un-regulation-no-157-automated-lane-keeping-systems-alks,official standard
A-C0023-05,C0023,61825c30c572beac04dd6f715721f6d40ea92eb6490a98897b9a795add4afffd,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,Model-based exploration of the frontier of behaviours for deep learning system testing,Vincenzo Riccio;Paolo Tonella,2020,Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3368089.3409730,https://doi.org/10.1145/3368089.3409730,conference paper
A-C0025-05,C0025,408943733d19488289a738355c6a7be9a52883d16958081049d40dd8e7083d50,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,AirSim Drone Racing Lab,Ratnesh Madaan; Nicholas Gyde; Sai Vemprala; Matthew Brown; Keiko Nagami; Tim Taubner; Eric Cristofalo; Davide Scaramuzza; Mac Schwager; Ashish Kapoor,2020,Proceedings of the NeurIPS 2019 Competition and Demonstration Track,NR,https://proceedings.mlr.press/v123/madaan20a.html,conference paper
A-C0061-05,C0061,688ce107f10ee42b641ca01698043395f91e4c82e7516ec62418456bc8a70c67,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,XPBD: Position-Based Simulation of Compliant Constrained Dynamics,Miles Macklin; Matthias Müller; Nuttapong Chentanez,2016,Proceedings of the 9th International Conference on Motion in Games,10.1145/2994258.2994272,https://doi.org/10.1145/2994258.2994272,conference paper
A-C0088-05,C0088,e43001613a41da80bb64bd1e8903e48272831f1bceff71c0a40cf909d1a4d062,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,Indy Autonomous Challenge,Indy Autonomous Challenge,NR,Official competition website,NR,https://www.indyautonomouschallenge.com/,competition
A-C0097-05,C0097,5cf9172bdac606f7f259d8586218d993065f7460d4d6967b69fcbe07715b3522,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,Lu Mi; Hang Zhao; Charlie Nash; Xiaohan Jin; Jiyang Gao; Chen Sun; Cordelia Schmid; Nir Shavit; Yuning Chai; Dragomir Anguelov,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr46437.2021.00421,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,conference paper
A-C0110-05,C0110,6ba821e89c9ef39a58f6b77a4084c3c0e13fb8e5196ed444cac363b6edc432f4,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,CRAG – a combinatorial testing-based generator of road geometries for ADS testing,Paolo Arcaini; Ahmet Cetinkaya,2024,Science of Computer Programming,10.1016/j.scico.2024.103171,https://www.sciencedirect.com/science/article/pii/S0167642324000947,journal article
A-C0128-05,C0128,fb7c0530c2dfb53fa06f790a2ccc75f318dc8a6bda6e342dd2effde98f840064,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,CommonRoad: Composable Benchmarks for Motion Planning on Roads,Matthias Althoff; Markus Koschi; Stefanie Manzinger,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/ivs.2017.7995802,https://doi.org/10.1109/ivs.2017.7995802,conference paper
A-C0136-05,C0136,dda1de9c4ea938803fa2926bc280d1036187ece14cba522943baa19229c1a2cd,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,SBST Tool Competition 2021,Sebastiano Panichella; Alessio Gambi; Fiorella Zampetti; Vincenzo Riccio,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00011,https://ieeexplore.ieee.org/document/9476243/,conference paper; competition report
A-C0140-05,C0140,6881035d700377962c4eebeff3019b87ea31a5cfc8eece28d73661f5ba2370f9,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-05,calibration,Extreme Parkour with Legged Robots,Xuxin Cheng; Kexin Shi; Ananye Agarwal; Deepak Pathak,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610200,https://arxiv.org/abs/2309.14341,conference paper
