assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0046-04,C0046,aec65454cdfe6597b38d481fea5ae6a999a28fad5264922bf5f08bd981c4712e,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,MetaDrive: Composing Diverse Driving Scenarios for Generalizable Reinforcement Learning,Quanyi Li; Zhenghao Peng; Lan Feng; Qihang Zhang; Zhenghai Xue; Bolei Zhou,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2022.3190471,https://doi.org/10.1109/tpami.2022.3190471,journal article
A-C0061-04,C0061,6f3e06bb108f59b868c50ecf28eb1d3a25cd7c6673832e71bbf0a7de75ac9c57,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,XPBD: Position-Based Simulation of Compliant Constrained Dynamics,Miles Macklin; Matthias Müller; Nuttapong Chentanez,2016,Proceedings of the 9th International Conference on Motion in Games,10.1145/2994258.2994272,https://doi.org/10.1145/2994258.2994272,conference paper
A-C0088-04,C0088,19cfdf592e4d3c9ce1131ce611cf571b5a532099cba39dc5edc14bf81ff14def,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,Indy Autonomous Challenge,Indy Autonomous Challenge,NR,Official competition website,NR,https://www.indyautonomouschallenge.com/,competition
A-C0090-04,C0090,a243ae5f4c103bdeaa66a4421a298f5b8ad02e439e8c057b34d4535eca2debb3,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,Driverless Intelligent Vehicles Lab,Carnegie Mellon University Robotics Institute,2024,Robotics Institute Carnegie Mellon University,NR,https://www.ri.cmu.edu/robotics-groups/driverless-intelligent-vehicles-lab/,official lab documentation; research lab
A-C0131-04,C0131,f6d6751028deb850b0a22a8e72e9a97f360a598c09944522c8285ca5d0199c91,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,Aerial Gym Simulator: A Framework for Highly Parallelized Simulation of Aerial Robots,Mihir Kulkarni;Welf Rehberg;Kostas Alexis,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3548507,https://doi.org/10.1109/lra.2025.3548507,journal article
A-C0145-04,C0145,ff66ca310a6693cb1527e134089545afdd97b493329b697732d9616273888d84,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,Reinforcement Learning Informed Evolutionary Search for Autonomous Systems Testing,Dmytro Humeniuk;Foutse Khomh;Giuliano Antoniol,2024,ACM Transactions on Software Engineering and Methodology,10.1145/3680468,https://doi.org/10.1145/3680468,journal article
A-C0168-04,C0168,cb37fbd6e59f5cbf48ea347b9df6c3ee0a85d8958beb82732e000f1afcec431c,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,2022 Maritime RobotX Challenge Team Handbook,RoboNation,2022,Maritime RobotX Challenge official documentation,NR,https://robonation.org/app/uploads/sites/2/2022/10/2022-RobotX_Team-Handbook_v3.0.pdf,official competition documentation
A-C0173-04,C0173,e231a8d21d5d8eb6cbb9e8e73d957b0906cacc5b08407c1468abbf33b38c270d,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,BayesRace: Learning to race autonomously using prior experience,Achin Jain;Matthew O'Kelly;Pratik Chaudhari;Manfred Morari,2021,Proceedings of the 2020 Conference on Robot Learning,NR,https://proceedings.mlr.press/v155/jain21b.html,conference paper
A-C0183-04,C0183,f66deb344cc5476680b8465712116cc4cbd43134792f6daa2f47ab60d9a613e7,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,Flightmare: A Flexible Quadrotor Simulator,Yunlong Song; Selim Naji; Elia Kaufmann; Antonio Loquercio; Davide Scaramuzza,2021,Proceedings of the 2020 Conference on Robot Learning,NR,https://proceedings.mlr.press/v155/song21a.html,conference paper; simulator
A-C0187-04,C0187,b0a795abdec69e57dbf28d2ece9ee64fd325eccda10a8d72353fc815fbf9e5c6,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,HoloOcean 1.0.0: Scenarios,BYU FRoStLab,NR,HoloOcean 1.0.0 official documentation,NR,https://byu-holoocean.github.io/holoocean-docs/v1.0.0/usage/scenarios.html,official documentation
A-C0196-04,C0196,ac8e046e37197f9ae4b576e2c2d10895e46524f31542d8984e07c3dd1ec19c7b,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-04,calibration,Random Track Generator,Formula Student Team Delft,2026,Python Package Index,NR,https://pypi.org/project/random-track-generator/,software package; official repository
