assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0009-06,calibration,C0009,474d555a7067ee3dbdd9e2cd86e23a073b86cacd42c7291c0a9edabedb26eb1a,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,full_text,https://ieeexplore.ieee.org/document/5975206/,IEEE-T-CIAIG-3-3-2011,2026-07-03,NR,96c04acf36aa8db5ac156d363258a029007f67fca270b77d5504928314941aa9,PDF p. 1; Abstract and Section I; PDF p. 4; Section IV,NR,NR
A-C0011-06,calibration,C0011,8e6ea6e555dda494269cedd557e06171b5ebc06b5ffde6b90ef5c9022aab11dc,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,full_text,https://www.ijeei.org/docs-1804133866588e9f62ade3b.pdf,IJEEI-8-4-2016,2026-07-02,NR,653c84ca93cecdadc6614e817765da0422340cf249b5fb7824c6c83fbb5a632a,PDF p. 5; Section 4 Track Representation; PDF p. 9; Section 6 Search Algorithm; PDF p. 10; Section 7 Result,NR,Transferable adjacent-domain mapping: its parameterized straight and curved segment sequence maps directly to a robot-racing course centerline and corridor without changing the generation claim.
A-C0015-06,calibration,C0015,f4a806eb9a80be528196ff0da485d3e34846668e18566a1126dc4ef75921b32b,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,official_documentation,https://unece.org/transport/documents/2021/03/standards/un-regulation-no-157-automated-lane-keeping-systems-alks,UN-Regulation-No-157-2021,2026-07-03,NR,22ed8b3070f28d578d665356c194a8b64e049750ba6cfb7c6812275a8a830c7a,PDF p. 60; Annex 5 Section 4.1 Lane Keeping; PDF p. 64; Annex 5 Sections 5.3-5.4,NR,Supporting transfer: the ALKS lane-keeping test and route-selection requirements map to fixed-course benchmark validity and evaluation constraints; it is not a generation method.
A-C0017-06,calibration,C0017,d7fee2c39a6a3c5340ff7df3d13db82fc827010c60bce1c320d7a3fcfe609abe,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,official_documentation,https://raw.githubusercontent.com/Farama-Foundation/Gymnasium/v1.2.3/gymnasium/envs/box2d/car_racing.py,Gymnasium-v1.2.3,2026-07-02,NR,d0d8c61ba32101d480b46c416b6a0854614efd6f7180aba1276ac0ec4e7f3662,gymnasium/envs/box2d/car_racing.py lines 107-149; lines 308-496; lines 498-535,NR,NR
A-C0063-06,calibration,C0063,f10c34f0102f7ce3dda4975eece0d0ea0803d32e37477df075a1ac8717700ec6,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,official_documentation,https://github.com/AntoineRichard/TrackGen/blob/cf9e9433eafa30c8311476cf75a356dd42c541cd/track_gen/_src/track_generator.py,git-cf9e9433eafa30c8311476cf75a356dd42c541cd,2026-07-02,NR,c130ac12a1f94cb2514c17bcbb485747499bc31878d4d01aa72f0b587419dafd,track_gen/_src/track_generator.py lines 1-18; lines 34-52; lines 116-199,NR,NR
A-C0097-06,calibration,C0097,4727d7463267dd718882dc2d453c7d32ed1bf86feaa9027c1f16bfc60eb2a8c3,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,full_text,https://openaccess.thecvf.com/content/CVPR2021/papers/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.pdf,CVPR-2021,2026-07-02,NR,49217d68969ec0ad5cdd9cf1932912f666775ba88679fc989e689de8f67c0f89,PDF p. 1; Abstract and Section 1; PDF p. 3; Section 3.1; PDF p. 4; Section 3.2,NR,Transferable adjacent-domain mapping: generated lane-graph topology and control-point geometry map to robot-course connectivity and geometry without changing the map-generation claim.
A-C0128-06,calibration,C0128,73a36e28dd239b3131f6c00e819760a36cf9d3a5a3545f1a8e099d98b08f75d4,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,full_text,https://doi.org/10.1109/ivs.2017.7995802,IEEE-IV-2017,2026-07-02,NR,fa78a36bb0b499551b245bf93ae44c6ea6338b49f8ab075fc6e79922fe1fab86,PDF p. 1; Abstract and Section I; PDF p. 2; Section II; PDF p. 5; Section V.A,NR,Supporting transfer: the composable scenario XML and lanelet road representation map to the survey's fixed-course benchmark representation and evaluation interface; it is not a generation method.
A-C0136-06,calibration,C0136,8a5fa5df26fc56af04a38f3199972e4c6bfb0f56a52902f747e9306ed17a4918,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,full_text,https://ieeexplore.ieee.org/document/9476243/,IEEE-SBST-2021,2026-07-02,NR,e0c9723c8d01665aaec37115001bd5064b4bb40f6c0276e847cbd94a02438fec,PDF p. 5; Section III.A Simulation-based Testing of Self-Driving Car Software; PDF p. 6; Section III.B,NR,NR
A-C0145-06,calibration,C0145,c603f95d9c0cce970981c890b88c2e556fa213a0949c33b2e60d6e46270b8d09,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,full_text,https://arxiv.org/pdf/2308.12762v1,arXiv-2308.12762v1,2026-07-02,NR,a4d9da6d8dc70857642dec1eb4ecc71b240686cb68582296184f82de9e87f790,PDF p. 1; Abstract and Section 1; PDF p. 5; Section 3,NR,NR
A-C0147-06,calibration,C0147,a6e8bc4417f99d4511a40a3547d4d75c99c295dd4c029dd52ba42a6d229ab080,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-03,included,include-relevant,official_documentation,https://github.com/osrf/vrx/tree/3a0aa019,git-3a0aa019,2026-07-02,NR,256d90498087a28c4fe4aad66d817b2dc086cdd408fb20b25cb3db1dc6489c84,vrx_navigation_course.sdf lines 2-89; lines 92-146,NR,Supporting transfer: the SDF buoy coordinates and named navigation-course model map to the survey's fixed-course simulator representation; it is not a generation method.
