assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0015-05,calibration,C0015,84c9813900746a2d70c65081ee32916be3345c0cde67d99084a9d8bffc5a2691,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,excluded,exclude-insufficient-detail,abstract_only,https://unece.org/transport/documents/2021/03/standards/un-regulation-no-157-automated-lane-keeping-systems-alks,unversioned@2026-07-02,2026-07-02,NR,NR,"Section ""Official landing-page access response"" (HTTP 403).",The assigned official record was inaccessible and no inspectable regulation text was retrieved to substantiate a course-generation claim.,Full text unavailable after official landing-page and scholarly-index retrieval attempts; the official landing page returned HTTP 403.
A-C0023-05,calibration,C0023,9a05d53177916595086ef56562995eb259a17d3126e3b30ced29523f7527f565,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,included,include-1,full_text,https://arxiv.org/pdf/2007.02787,arXiv:2007.02787v1,2026-07-02,https://arxiv.org/abs/2007.02787v1,54ff312599150d891d4544961a92a26c8a783b30e69598ca3642f2f7fc74fe9c,"pp. 3-4, Sec. 4.2 ""Steering Angle Prediction"" and Sec. 5.1 road mutation.",NR,Transferable adjacent-domain mapping: DeepJanus mutates Catmull-Rom centerline control points and serializes BeamNG road points; these road corridors map directly to racing-course centerlines and boundaries.
A-C0025-05,calibration,C0025,2422b5242118b639a85a1cca188568d6b37e95d8bffdcc18ca2aedc423e23aee,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,included,include-1,full_text,https://proceedings.mlr.press/v123/madaan20a/madaan20a.pdf,PMLR 123 (2020),2026-07-02,https://proceedings.mlr.press/v123/madaan20a.html,ed3a9384cec193068e9c1631b7076a8eae1f8eaed2cbe704cdda7bac50e8ab7c,"pp. 180-184, Secs. 3-5; p. 182 ""Quantifying complexity of a race track"".",NR,The framework generates user-defined drone-racing tracks from gate poses and passes waypoint lists with velocity constraints to its trajectory API; it additionally defines track-complexity measures.
A-C0061-05,calibration,C0061,6eb063ff904826486b9499495d4c87553a04543969bcc8a8c3115b2db3f25548,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,excluded,exclude-out-of-scope,full_text,https://matthias-research.github.io/pages/publications/XPBD.pdf,MiG 2016,2026-07-02,https://matthias-research.github.io/pages/publications/XPBD.pdf,cd96241fe2cce7816c3fa1cb2b9e862e5a610263fd38cc8560bb51b7f6ecd502,"p. 1, Abstract and Sec. 1 ""Introduction"".","The report develops a compliant position-based dynamics solver for deformable bodies and constrained dynamics, with no course, route, road, map, benchmark, or course-generation contribution.",NR
A-C0088-05,calibration,C0088,88d1afb695d0c0153bfa30a2766e3a55af63e8f14023dfc04a8007c2c5ed4832,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,excluded,exclude-out-of-scope,official_documentation,https://www.indyautonomouschallenge.com/,unversioned@2026-07-02,2026-07-02,NR,511326a47fb951836fd40b0316108b79da41f8c06d0dbc244ac6d58102e34ec4,"Home page, Section ""Indy Autonomous Challenge"" official description.","The official home page describes autonomous-racing events at iconic tracks but defines no generated or parameterized course set, course representation, generator, or citable technical course artifact.",NR
A-C0097-05,calibration,C0097,8ae70362abed9de14dd61fec345f4c5024e0b1e183959d1b9724e76763f13792,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,included,include-1,full_text,https://arxiv.org/pdf/2106.14880,arXiv:2106.14880v1,2026-07-02,https://arxiv.org/abs/2106.14880v1,a908b3ea8144c69661128e87580cb7056d77ca1eae61f6ed5306a79d85529f64,"pp. 1-3, Secs. 1 and 3.1-3.2; Fig. 3.",NR,Transferable adjacent-domain mapping: HDMapGen samples road-lane topology and control-point geometry; the lane graph and centerline polylines map directly to a robot-racing course topology and centerline.
A-C0110-05,calibration,C0110,d0c96c7e1508b47e5f15b4230076c822feb22ddc1b30e15cf4c7dd6ebd662547,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1016/j.scico.2024.103171;https://www.sciencedirect.com/science/article/pii/S0167642324000947;https://www.semanticscholar.org/paper/96d3fd676f2ab7c956bf7a6dc532e97918a4fcf5,Science of Computer Programming 238 (2024),2026-07-02,NR,NR,"Publisher record, Section ""Abstract"" and full-text access metadata.","The publisher and scholarly records did not provide full text or an authoritative technical artifact, leaving the asserted road-geometry method uninspectable for a source-specific survey claim.","Full text unavailable after DOI/publisher, exact-title scholarly-index, and author-index retrieval attempts; OpenAlex and Semantic Scholar reported no open full text."
A-C0128-05,calibration,C0128,67eacc08340090e0ce18c6acaa3a3ab9171a00c45e5f580a3b742da3fc1b4a19,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,included,include-2,full_text,http://mediatum.ub.tum.de/doc/1379638/document.pdf,IEEE IV 2017,2026-07-02,http://mediatum.ub.tum.de/doc/1379638/document.pdf,fa78a36bb0b499551b245bf93ae44c6ea6338b49f8ab075fc6e79922fe1fab86,"pp. 1-3, Secs. I-II ""Benchmark Composition and Planning Problem"".",NR,"Transferable adjacent-domain mapping: CommonRoad's composable XML road-network scenarios, goals, and constraints provide a reusable representation and benchmark interface for parameterized road courses."
A-C0136-05,calibration,C0136,52b0a00b95efef605d3569a7aa8593e8d1a618d9a5e5427a518486427b443553,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/sbst52555.2021.00011;https://ieeexplore.ieee.org/document/9476243/;https://www.semanticscholar.org/paper/a2b568a5a0f1b5a72bf16d2eb655a5e5b20d9d11,SBST 2021,2026-07-02,NR,NR,"Publisher record, Section ""Abstract"" and full-text access metadata.","No full report text or authoritative competition artifact was available from the publisher and scholarly index, so the competition's technical contribution cannot be verified for this survey.","Full text unavailable after DOI/publisher, exact-title scholarly-index, and official competition retrieval attempts; the IEEE PDF endpoint returned HTTP 418."
A-C0140-05,calibration,C0140,5b3da17a54cc5c1b69ed63a38302d2a33012cd97bfcef0e170057ad918584a33,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,excluded,exclude-out-of-scope,full_text,https://arxiv.org/pdf/2309.14341,arXiv:2309.14341v1,2026-07-02,https://arxiv.org/abs/2309.14341v1,50f1cf2b73b9147111100994d1dfffbfd15a9a6c2412aee1921d4d3e58ee2285,"pp. 3-6, Secs. 3.1-3.3 and Fig. 3.","The report's source-native contribution is an RL controller and terrain curriculum for parkour; its fixed obstacle courses are evaluation environments rather than a claimed generator, representation, or characterization contribution for course generation.",NR
A-C0172-05,calibration,C0172,cefbd04dfcbe5274122aab7f7cbe3d6f908daee772e148d9f03be812795e41c2,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,screening-05,2026-07-02,included,include-2,official_documentation,https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/06_general_concepts/06_02_road_networks.html;https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/06_general_concepts/06_08_routes.html;https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/09_reuse_mechanisms/09_03_parameter_distribution.html,ASAM OpenSCENARIO XML 1.3.0 (2024-03-07),2026-07-02,https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/index.html,NR,"Secs. 6.2 ""Road networks and environment models""; 6.8.2 ""Explicitly assigned route""; 9.3 ""Parameter value distribution file"".",NR,"Transferable adjacent-domain mapping: the standard references road geometry, defines ordered route waypoints and route constraints, and serializes deterministic or stochastic parameter distributions for reusable driving-course scenarios."
