cite_key,survey_evidence_tier,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
DRAFT_C0020,core,adjacent,navigation agent,world_asset,NR,environment_design,geometry_synthesis;task_selection,NR,block count;start-goal distance;shortest path length,solved maze path length,NR,PAIRED environment-parameter distribution,zero-shot transfer on six held-out environments across five seeds,NR,NR,official_open,NR,open-source code;five random seeds,domain=PDF p. 2 Fig. 1 and Sec. 1;vehicle=PDF p. 2 Fig. 1;course_object=PDF p. 2 Fig. 1;generator_family=PDF p. 5 Sec. 4 and Algorithm 1;generation_role=PDF p. 5 Algorithm 1 and PDF p. 7 Sec. 5.1;geometry_metrics=PDF p. 6 Fig. 2 and PDF p. 8 Sec. 5.1.2;difficulty_metrics=PDF p. 6 Fig. 2;training_distribution=PDF p. 4 Sec. 3 and PDF p. 5 Algorithm 1;evaluation_suite=PDF p. 7 Fig. 3 and Sec. 5.1.2;code_status=PDF p. 5 Sec. 4;reproducibility_fields=PDF p. 5 Sec. 4 and PDF p. 6 Fig. 2,Adjacent navigation-world source; no racing-specific vehicle or simulator is claimed.
DRAFT_C0024,core,ground,self-driving car,open_corridor,parametric_curve,search_evolutionary,geometry_synthesis,rejection,curvature;boundary;self-intersection,NR,median Euclidean distance between road segments,12561 simulation-executed road segments,1174 generated test cases with 100 bootstrap samples,BeamNG.tech,JSON,official_open,official_open,replication package;code;dataset;runtime configuration,domain=PDF p. 1 Abstract and Sec. 1;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. 2 and Sec. 3.3;representation_family=PDF p. 2 Sec. 3.2 and Sec. 3.3;generator_family=PDF p. 2 Sec. 3.3;generation_role=PDF p. 2 Sec. 3.3;validity_strategy=PDF p. 2 Sec. 3.3;geometry_metrics=PDF p. 2 Sec. 3.3;diversity_metrics=PDF p. 2 Sec. 3.2;training_distribution=PDF p. 2 Sec. 3.1;evaluation_suite=PDF p. 3 Sec. 4.3 to Sec. 5;simulator=PDF p. 3 Sec. 4.2;export_format=PDF p. 3 Sec. 4.4;code_status=PDF p. 4 Sec. 7;asset_status=PDF p. 4 Sec. 7;reproducibility_fields=PDF p. 3 Sec. 4.2 to Sec. 4.4 and PDF p. 4 Sec. 7,Search-based road test generation with explicit validity filtering and replication-package availability.
DRAFT_C0025,core,aerial,quadrotor,gate_chain,gate_poses,human_designed,benchmark_only,NR,track curvature;gate count;gate poses,gate visibility,NR,NR,Game of Drones tiers and nine tracks,AirSim,.pak,official_open,official_open,competition binaries;baseline implementations;API documentation,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract and PDF p. 2 Sec. 1;course_object=PDF p. 5 Sec. 4;representation_family=PDF p. 5 Sec. 4;generator_family=PDF p. 5 Sec. 4;generation_role=PDF p. 5 Sec. 4 and PDF p. 6 Sec. 5;geometry_metrics=PDF p. 5 Sec. 4 Table 1;difficulty_metrics=PDF p. 5 Sec. 4;evaluation_suite=PDF p. 6 Sec. 5;simulator=PDF p. 3 Sec. 3;export_format=PDF p. 4 Sec. 3;code_status=PDF p. 1 Abstract and PDF p. 6 Sec. 5;asset_status=PDF p. 1 Abstract and PDF p. 5 Sec. 4;reproducibility_fields=PDF p. 6 Sec. 5 and PDF p. 9 Appendix A,Track construction is reported as designed benchmarks; the source does not state an automated track-geometry generator.
DRAFT_C0069,contextual,adjacent,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,domain=PDF p. 1 Abstract and Sec. I.A,Contextual PCG framework only; it does not directly establish a robot-course implementation or performance claim.
DRAFT_C0119,core,ground,autonomous race car,closed_track;fixed_benchmark,simulator_native,NR,benchmark_only,NR,track curvature,NR,NR,expert demonstrations from Track01 and Track02,three-track L2R task with reference agents and human baseline,Arrival Autonomous Racing Simulator,NR,official_open,official_open,simulator release;L2R code;expert dataset;reference implementations,domain=PDF p. 1 Abstract and Sec. 2.2;vehicle=PDF p. 1 Abstract;course_object=PDF p. 3 Sec. 3.2 and PDF p. 4 Sec. 4.1;representation_family=PDF p. 3 Sec. 3.1;generation_role=PDF p. 1 Abstract and PDF p. 4 Sec. 4.1;geometry_metrics=PDF p. 6 Table 2;training_distribution=PDF p. 4 Sec. 4.1 and Sec. 4.2;evaluation_suite=PDF p. 6 Sec. 4.4 and PDF p. 7 Sec. 6;simulator=PDF p. 3 Sec. 3.1;code_status=PDF p. 1 Abstract;asset_status=PDF p. 1 Abstract and PDF p. 4 Sec. 4.2;reproducibility_fields=PDF p. 1 Abstract and PDF p. 7 Sec. 8,Core simulator-task and fixed-track benchmark source; no source-native synthesis algorithm is specified.
DRAFT_C0154,core,adjacent,biped walker,open_corridor,NR,stochastic_procedural;search_evolutionary,geometry_synthesis;task_selection;mutation,rejection,gap width;stump height;step height;step number;surface roughness,minimal criterion;challenge-level conditions,L2 distance over environment encodings,mutated population of obstacle-course environments,three POET runs and five direct-optimization control runs,OpenAI Gym BipedalWalker,NR,NR,NR,random seed;environment encoding;parameter table;algorithm pseudocode,domain=PDF p. 1 Abstract and PDF p. 2 Sec. 1;vehicle=PDF p. 1 Abstract;course_object=PDF p. 9 Sec. 4.2;generator_family=PDF p. 9 Sec. 4.2 and PDF p. 26 Sec. 6.1;generation_role=PDF p. 9 Sec. 4.2 and PDF p. 26 Algorithm 3;validity_strategy=PDF p. 9 Sec. 4.2 and PDF p. 26 Sec. 6.1;geometry_metrics=PDF p. 9 Sec. 4.2 Table 1;difficulty_metrics=PDF p. 9 Sec. 4.2 and PDF p. 13 Sec. 4.3 Table 2;diversity_metrics=PDF p. 26 Sec. 6.1;training_distribution=PDF p. 9 Sec. 4.2;evaluation_suite=PDF p. 10 Sec. 4.3 and PDF p. 13 Sec. 4.3;simulator=PDF p. 10 Sec. 4.3;reproducibility_fields=PDF p. 9 Sec. 4.2 and PDF p. 26 Algorithm 3,Adjacent obstacle-course generator; the source reports no direct code or asset release.
DRAFT_C0162,core,ground,autonomous vehicle,road_network,NR,learned_generative,geometry_synthesis,rejection;penalty,Hausdorff distance;road length;control-point relative distance;smoothness integral,NR,JSD road length;JSD control-point relative distance,three OpenStreetMap road datasets from Singapore the UK and Japan,5000 generated scenarios with CARLA and VTD testing,CARLA;VTD,OpenDRIVE,NR,NR,model hyperparameters;data collection procedure;implementation details,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract and Table I;generator_family=PDF p. 1 Abstract and Sec. III;generation_role=PDF p. 1 Abstract;validity_strategy=PDF p. 1 Abstract and PDF p. 5 Sec. III;geometry_metrics=PDF p. 7 Sec. IV.A Evaluation Metrics;diversity_metrics=PDF p. 7 Sec. IV.A Evaluation Metrics;training_distribution=PDF p. 6 Sec. IV.A Datasets;evaluation_suite=PDF p. 8 Sec. IV.A and PDF p. 11 Sec. IV.B;simulator=PDF p. 11 Sec. IV.B;export_format=PDF p. 1 Abstract and PDF p. 11 Sec. IV.B;reproducibility_fields=PDF p. 6 Table III and PDF p. 8 Sec. IV.A,No direct code or generated-asset availability statement appears in the frozen report.
DRAFT_C0163,core,ground,autonomous vehicle,road_network,segment_grammar;boundary_pair,constructive,geometry_synthesis,rejection;simulation_validation,road length;lane width;lane number;lane markings,NR,component coverage;uniqueness rate;topology similarity,NR,4- to 8-component scenarios against RAND baseline; compilation and joint-simulation usability,SORA-SVL;Apollo 8.0;RoadRunner,MATLAB scripts;HD map files;3D scene files;AssetBundle,NR,official_open,algorithm pseudocode;parameterized component definitions;released road-scenario dataset,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Sec. 1;course_object=PDF p. 1 Abstract and PDF p. 2 Sec. II.B;representation_family=PDF p. 2 Sec. III.A and Algorithm 1;generator_family=PDF p. 1 Abstract and PDF p. 2 Sec. III;generation_role=PDF p. 1 Abstract and PDF p. 2 Sec. III;validity_strategy=PDF p. 5 Sec. IV.C;geometry_metrics=PDF p. 2 Sec. III.A;diversity_metrics=PDF p. 4 Sec. IV.B;evaluation_suite=PDF p. 4 Sec. IV.B and PDF p. 5 Sec. IV.C;simulator=PDF p. 5 Sec. IV.C;export_format=PDF p. 5 Sec. IV.C;asset_status=PDF p. 6 Sec. V;reproducibility_fields=PDF p. 2 Algorithm 1 and PDF p. 6 Sec. V,The paper states its road-scenario dataset is released but gives no direct code-release evidence.
DRAFT_C0165,core,aerial,quadrotor,gate_chain,gate_poses,constructive;environment_design,geometry_synthesis,simulation_validation,gate positions;track layout,obstacle density;track layout;gate size,NR,circular zigzag and elliptical training tracks with domain randomization,DiffLab and AirSim simulation studies plus real-world tracks,DiffLab;AirSim,NR,official_open,NR,simulator implementation;training settings;domain-randomization parameters,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Fig. 1 and PDF p. 4 Sec. III.C;representation_family=PDF p. 4 Sec. III.C and Sec. III.D;generator_family=PDF p. 4 Sec. III.C;generation_role=PDF p. 4 Sec. III.C;validity_strategy=PDF p. 5 Sec. IV.A and Sec. IV.B;geometry_metrics=PDF p. 4 Sec. III.C;difficulty_metrics=PDF p. 6 Sec. IV.B footnote 3;training_distribution=PDF p. 4 Sec. III.C and Sec. III.D.6;evaluation_suite=PDF p. 5 Sec. IV.A through PDF p. 7 Sec. IV.C;simulator=PDF p. 1 Sec. I and PDF p. 5 Sec. IV.B;code_status=PDF p. 2 footnote 1;reproducibility_fields=PDF p. 5 Sec. III.E and PDF p. 5 Sec. IV,No direct release evidence for a track asset or dataset appears in the frozen report.
DRAFT_C0172,core,ground,NR,waypoint_sequence;road_network,waypoint_graph,NR,serialization,NR,NR,NR,NR,NR,NR,NR,XML,NR,official_open,official schema and example downloads;route semantics,domain=HTML Sec. 6.8.2;course_object=HTML Sec. 6.8.2;representation_family=HTML Sec. 6.8.2;generation_role=HTML Sec. 6.8.2;export_format=HTML page title and deliverables;asset_status=HTML Deliverables;reproducibility_fields=HTML Sec. 6.8.1 and Sec. 6.8.2,Core route-representation and XML-standard source; it specifies route semantics rather than a geometry generator.
