cite_key,survey_evidence_tier,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
DRAFT_C0015,supporting,ground,M1_passenger_car,open_corridor,NR,NR,NR,NR,NR,NR,NR,NR,ALKS_type_approval_tests,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 4 Introduction;domain=PDF p. 4 Introduction;vehicle=PDF p. 4 Introduction;course_object=PDF p. 4 Introduction;evaluation_suite=PDF p. 3 Contents and PDF p. 4 Introduction,Supporting-only: the regulation establishes a divided lane-constrained operating context and approval testing but no course-generation method.
DRAFT_C0051,core,ground,NR,closed_track,sampled_centerline,stochastic_procedural,geometry_synthesis,rejection,gradient_and_interpoint_distance,NR,NR,NR,NR,NR,NR,official_open,NR,seed_parameter,survey_evidence_tier=repo@b51edbc README.md#L1-L5;domain=repo@b51edbc README.md#L1-L5;course_object=repo@b51edbc README.md#L1-L5;representation_family=repo@b51edbc TrackGenerator.h#L18-L25;generator_family=repo@b51edbc README.md#L3-L5;generation_role=repo@b51edbc TrackGenerator.h#L24-L25;validity_strategy=repo@b51edbc TrackGenerator.cc#L62-L104 and #L129-L133;geometry_metrics=repo@b51edbc TrackGenerator.cc#L62-L87;code_status=repo@b51edbc README.md#L1-L5;reproducibility_fields=repo@b51edbc TrackGenerator.h#L20-L22,The pinned repository documents a procedural racetrack generator; no track serialization or simulator interface is reported.
DRAFT_C0054,core,adjacent,NR,road_network,waypoint_graph,constructive;human_designed,geometry_synthesis,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 1 Abstract and Sec. 1;domain=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract and Sec. 3;representation_family=PDF p. 2 Sec. 3;generator_family=PDF p. 1 Abstract and PDF p. 2 Sec. 3;generation_role=PDF p. 2 Sec. 3,Adjacent-domain street-network synthesis is source-native; the paper reports no racing vehicle or release availability.
DRAFT_C0088,supporting,ground,race_car,closed_track,NR,NR,NR,NR,NR,NR,NR,NR,IAC_passing_competition,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 3 Sec. 1;domain=PDF p. 3 Sec. 1;vehicle=PDF p. 3 Sec. 1;course_object=PDF p. 3 Sec. 1 and PDF p. 5 Sec. 4.3;evaluation_suite=PDF p. 3 Sec. 1 and PDF p. 12 Sec. 7,Supporting-only: rules define a fixed racing competition and track locations but no course-generation method.
DRAFT_C0121,core,aerial,quadrotor,gate_chain,gate_poses,learned_generative;environment_design,geometry_synthesis,simulation_validation,NR,relative_ranking_by_gates_passed;gate_passing_error,NR,adaptive_generated_gate_layouts,six_unseen_tracks;real_world_deployment,Flightmare,NR,NR,NR,initial_8_gate_oval;100_parallel_environments;per_gate_position_and_yaw_action_bounds;800M_training_samples,survey_evidence_tier=PDF p. 1 Abstract and Fig. 1;domain=PDF p. 1 Abstract;vehicle=PDF p. 2 Sec. III-A;course_object=PDF p. 2 Sec. III-A;representation_family=PDF p. 3 Sec. III-B.1;generator_family=PDF p. 3 Sec. III-B.1 and Sec. III-B.2;generation_role=PDF p. 3 Algorithm 1;validity_strategy=PDF p. 4 Sec. IV-A;difficulty_metrics=PDF p. 3 Sec. III-B.1;training_distribution=PDF p. 3 Sec. III-B.2;evaluation_suite=PDF p. 3 Fig. 3 and PDF p. 4 Sec. IV-A;simulator=PDF p. 3 Sec. IV-A;reproducibility_fields=PDF p. 4 Sec. IV-A,The environment policy changes each gate position and yaw from racing performance; no code or serialized course format is stated in the frozen paper.
DRAFT_C0134,core,adjacent,self_driving_car,open_corridor,segment_grammar,search_evolutionary,geometry_synthesis;mutation,NR,NR,instability;discontinuity;growth_to_infinity,road_distance_for_diverse_seeding,NR,SBFT_2023_CPS_tool_competition,BeamNG,NR,NR,NR,NSGA_II;random_diverse_seed_population;10_percent_segment_mutation,survey_evidence_tier=PDF p. 1 Abstract and Sec. II;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. II-A;representation_family=PDF p. 1 Sec. II-A;generator_family=PDF p. 1 Sec. II-C;generation_role=PDF p. 2 Crossover operators;difficulty_metrics=PDF p. 1 Sec. II-C;diversity_metrics=PDF p. 1 Sec. II-B;evaluation_suite=PDF p. 1 Abstract and PDF p. 2 Sec. III;simulator=PDF p. 1 Sec. I;reproducibility_fields=PDF p. 1 Sec. II and PDF p. 2 Crossover operators,Adjacent-domain road generator for self-driving-car testing; the frozen paper names an unrelated AmbieGen repository but gives no RoadSign availability statement.
DRAFT_C0136,supporting,ground,self_driving_car,fixed_benchmark,NR,NR,benchmark_only,NR,NR,NR,NR,NR,SBST_2021_CPS_testing_tool_competition,BeamNG,NR,official_open,NR,Dockerized_execution_infrastructure;six_runs_per_tool_configuration,survey_evidence_tier=PDF p. 1 Abstract and Sec. I;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 4 Sec. III-A;generation_role=PDF p. 1 Abstract and Sec. III;evaluation_suite=PDF p. 1 Abstract and Sec. III;simulator=PDF p. 1 Sec. I;code_status=PDF p. 2 Sec. II-C and PDF p. 8 References [18]-[20];reproducibility_fields=PDF p. 1 Abstract and PDF p. 2 Sec. II-C,Supporting-only competition report: it establishes an evaluation infrastructure for generated driving tests and reports no source-native generator.
DRAFT_C0137,core,adjacent,self_driving_car,road_network,segment_grammar,search_evolutionary,geometry_synthesis;mutation,rejection,NR,Out_of_Bound_Episodes,NR,NR,NR,Simulink_autonomous_driving_simulator,NR,NR,NR,population_25;40_generations;same_AsFault_validity_check,survey_evidence_tier=PDF p. 1 Abstract and Sec. I;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. I and PDF p. 2 Sec. III;representation_family=PDF p. 1 Abstract and Sec. I;generator_family=PDF p. 1 Abstract and PDF p. 2 Sec. III;generation_role=PDF p. 2 Sec. III-B;validity_strategy=PDF p. 3 Sec. III-B.2;difficulty_metrics=PDF p. 2 Sec. III-A;simulator=PDF p. 1 Abstract and PDF p. 3 Sec. III-C;reproducibility_fields=PDF p. 3 Sec. III-C,ATeSS extends AsFault with path-aware genetic crossovers for road-network test generation; no release availability is stated.
DRAFT_C0147,supporting,maritime,NR,buoy_course,simulator_native,NR,benchmark_only,NR,NR,NR,NR,NR,NR,NR,SDF,NR,NR,NR,survey_evidence_tier=SDF#L2-L4;domain=SDF#L2-L4;course_object=SDF#L6-L90;representation_family=SDF#L3-L4;generation_role=SDF#L2-L4;export_format=SDF#L1-L4,Supporting-only fixed navigation-course asset with explicitly positioned port and starboard buoy boundaries; no generation method or availability statement is present in the frozen asset.
DRAFT_C0178,supporting,ground,NR,fixed_benchmark,boundary_pair,NR,benchmark_only,NR,NR,NR,NR,NR,NR,eufs_sim,CSV,official_open,official_open,cone_coordinates;coordinate_variances;coordinate_covariance,survey_evidence_tier=repo@ccd652d README.md#L1-L14;domain=repo@ccd652d README.md#L1-L3;course_object=repo@ccd652d README.md#L1-L3;representation_family=repo@ccd652d README.md#L7-L14 and eufs_maps/tracks/small_track.csv#L1-L73;generation_role=repo@ccd652d README.md#L1-L3;simulator=repo@ccd652d README.md#L1-L3;export_format=repo@ccd652d README.md#L5-L14;code_status=repo@ccd652d README.md#L1-L3;asset_status=repo@ccd652d README.md#L1-L14;reproducibility_fields=repo@ccd652d README.md#L7-L14,Supporting-only repository of fixed Formula Student competition and real-world testing tracks; no generator is reported.
DRAFT_C0183,supporting,aerial,quadrotor,gate_chain,gate_poses,NR,benchmark_only,NR,NR,NR,NR,NR,RL_gate_flight_task,Flightmare,PLY,official_open,NR,Gym_style_wrapper;100_parallel_quadrotors;gate_radius_1m,survey_evidence_tier=PDF p. 6 Sec. 4.2 and PDF p. 11 Sec. 5.3;domain=PDF p. 3 Sec. 3.1;vehicle=PDF p. 3 Sec. 3.1;course_object=PDF p. 6 Sec. 4.2 and PDF p. 11 Sec. 5.3;representation_family=PDF p. 11 Sec. 5.3;generation_role=PDF p. 6 Sec. 4.2;evaluation_suite=PDF p. 6 Sec. 4.2;simulator=PDF p. 3 Sec. 3.1;export_format=PDF p. 4 Sec. 3.2;code_status=PDF p. 9 Acknowledgment;reproducibility_fields=PDF p. 6 Sec. 4.2 and PDF p. 11 Sec. 5.3,Supporting-only simulator paper: it defines a static gate-flight benchmark interface but no course-generation method.
DRAFT_C0203,core,adjacent,NR,world_asset,simulator_native,human_designed,serialization,NR,NR,NR,NR,NR,NR,Gazebo_Harmonic,SDF,NR,official_open,GZ_SIM_RESOURCE_PATH;world_SDF_template,survey_evidence_tier=HTML#sdf-worlds;domain=HTML#sdf-worlds;course_object=HTML#defining-a-world;representation_family=HTML#defining-a-world;generator_family=HTML#sdf-worlds;generation_role=HTML#defining-a-world;simulator=HTML#sdf-worlds;export_format=HTML#defining-a-world;asset_status=HTML#sdf-worlds;reproducibility_fields=HTML#download-the-model,Official documentation defines SDF world construction and a downloadable completed world; it supplies no course-specific generator.
