cite_key,survey_evidence_tier,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
DRAFT_C0006,core,ground,autonomous driving vehicle,road_network,segment_grammar;waypoint_graph,stochastic_procedural,geometry_synthesis,rejection,NR,NR,NR,1-to-1000 procedurally generated training scenes,RL generalization and safety-generalization suites,PGDrive,NR,official_open,NR,Algorithm 1;road-block parameter spaces;default lane width lane count and traffic density,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Sec. I;vehicle=PDF p. 1 Abstract;course_object=PDF p. 3 Sec. III-A;representation_family=PDF p. 3 Sec. III-A;generator_family=PDF p. 3 Sec. III-B Algorithm 1;generation_role=PDF p. 3 Sec. III-B Algorithm 1;validity_strategy=PDF p. 3 Sec. III-B Algorithm 1 lines 16-26;training_distribution=PDF p. 6 Sec. IV-B;evaluation_suite=PDF p. 6 Secs. IV-B-IV-C;simulator=PDF p. 1 Sec. I;code_status=PDF p. 1 Abstract and Sec. I;reproducibility_fields=PDF p. 3 Secs. III-A-III-B and PDF p. 6 Sec. IV-A,NR
DRAFT_C0008,core,ground,autonomous vehicle,road_network,centerline_plus_width,constructive;stochastic_procedural,geometry_synthesis,rejection,NR,NR,NR,NR,NR,NR,OpenDRIVE,NR,NR,three-phase construction;incident-road position heading and lane-count tuple,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Sec. I;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. I;representation_family=PDF p. 2 Sec. III;generator_family=PDF p. 2 Sec. III and PDF p. 3 Sec. III-A;generation_role=PDF p. 2 Sec. III;validity_strategy=PDF p. 3 Sec. III-A;export_format=PDF p. 1 Sec. I;reproducibility_fields=PDF p. 2 Sec. III and PDF p. 3 Secs. III-A-III-B,NR
DRAFT_C0014,core,ground,ALKS-equipped vehicle,road_network,parametric_curve,search_evolutionary,geometry_synthesis;mutation,rejection,Frechet distance,road-departure percentage and failure count,average and maximum Frechet distance,NR,three GA-Bezier configurations,BeamNG.research,NR,NR,NR,control-point encoding;GA population and time budgets;three configurations,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Sec. 1;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. 2;representation_family=PDF p. 1 Sec. 2;generator_family=PDF p. 1 Sec. 2;generation_role=PDF p. 2 Sec. 2;validity_strategy=PDF p. 2 Sec. 3;geometry_metrics=PDF p. 2 Sec. 2;difficulty_metrics=PDF p. 2 Sec. 2 and PDF p. 3 Tables 1-3;diversity_metrics=PDF p. 2 Sec. 2 and PDF p. 3 Tables 1-3;evaluation_suite=PDF p. 2 Sec. 3;simulator=PDF p. 2 Sec. 2;reproducibility_fields=PDF p. 2 Sec. 2 and PDF p. 3 Sec. 4,NR
DRAFT_C0110,core,ground,autonomous driving agent,road_network,segment_grammar,constructive;stochastic_procedural,geometry_synthesis,rejection,feature-map coverage,off-lane deviation,total coverage;clustering coverage;clustering entropy,NR,SBFT 2024 CPS competition,NR,NR,official_open,NR,Algorithm 1;length and curvature partitions;strength and budget,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Sec. 1;vehicle=PDF p. 1 Sec. 1;course_object=PDF p. 1 Sec. 1;representation_family=PDF p. 1 Sec. 2;generator_family=PDF p. 2 Sec. 2 Road generation;generation_role=PDF p. 2 Algorithm 1;validity_strategy=PDF p. 2 Sec. 2 Road generation;geometry_metrics=PDF p. 2 Sec. 3;difficulty_metrics=PDF p. 1 Sec. 1 and PDF p. 2 Sec. 2;diversity_metrics=PDF p. 2 Sec. 3;evaluation_suite=PDF p. 2 Sec. 3;code_status=PDF p. 1 Sec. 1;reproducibility_fields=PDF p. 1 Sec. 2 and PDF p. 2 Algorithm 1,NR
DRAFT_C0126,core,ground,highly automated vehicle,road_network,boundary_pair,NR,NR,NR,NR,NR,NR,NR,NR,NR,OSM,official_open,NR,NR,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Sec. I;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. I;representation_family=PDF p. 7 Sec. V-A;export_format=PDF p. 6 Sec. IV IO module;code_status=PDF p. 1 Abstract and PDF p. 8 Sec. VI,NR
DRAFT_C0131,supporting,aerial,quadrotor,world_asset,simulator_native,NR,NR,NR,NR,NR,NR,NR,NR,Isaac Gym,NR,NR,NR,environment configuration;asset position-ratio bounds;obstacle-spawn configuration,survey_evidence_tier=docs#L121-L161;domain=docs#L229-L231;vehicle=docs#L229-L231;course_object=docs#L64-L68 and docs#L121-L123;representation_family=docs#L121-L161;simulator=docs#L17-L19;reproducibility_fields=docs#L64-L118 and docs#L121-L227,NR
DRAFT_C0146,core,maritime,autonomous vessel,waypoint_sequence,waypoint_graph,search_evolutionary,mutation,NR,NR,unstable-path classification;missing waypoint,hypervolume;path-type classifications,NR,three vessel case studies,Marine Systems Simulator,NR,NR,NR,NSGA-II;three seeding strategies;population and generation settings,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 2 Sec. 3.1;representation_family=PDF p. 2 Sec. 3.1;generator_family=PDF p. 1 Abstract and PDF p. 2 Sec. 3.1;generation_role=PDF p. 3 Sec. 3.2;difficulty_metrics=PDF p. 4 Sec. 4.3.3;diversity_metrics=PDF p. 4 Sec. 4.3.1 and Sec. 4.3.3;evaluation_suite=PDF p. 4 Sec. 4.2.1;simulator=PDF p. 4 Sec. 4.2.1;reproducibility_fields=PDF p. 4 Secs. 4.2.2-4.2.3,NR
DRAFT_C0152,core,ground,autonomous vehicle,road_network,centerline_plus_width;waypoint_graph,constructive;stochastic_procedural,geometry_synthesis,rejection,FOV;maxCurvature;cornerDeviation;conflictArea,NR,expressive range analysis,NR,RoadRunner CARLA and esmini interoperability,JunctionArt,OpenDRIVE,NR,NR,control-line and lane-configuration parameters;four-stage pipeline,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract;representation_family=PDF p. 3 High-Definition Road Generation and p. 4 Network Generation;generator_family=PDF p. 4 Network Generation;generation_role=PDF p. 4 Network Generation;validity_strategy=PDF p. 5 Stage 2 Creating Lane Configurations;geometry_metrics=PDF p. 1 Abstract;diversity_metrics=PDF p. 1 Abstract;evaluation_suite=PDF p. 1 Abstract and PDF p. 3 Fig. 1;simulator=PDF p. 1 Abstract;export_format=PDF p. 1 Abstract;reproducibility_fields=PDF pp. 4-5 Network Generation,NR
DRAFT_C0156,core,ground,autonomous sedan;autonomous truck,road_network,waypoint_graph,constructive;search_evolutionary,geometry_synthesis,by_construction,NR,throughput;fuel consumption,k-way combinatorial coverage,NR,traffic-flow control and trajectory-tracking evaluations,SUMO,NR,NR,NR,labeled-digraph topology model;k-way coverage;differential evolution,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Sec. I;course_object=PDF p. 1 Abstract;representation_family=PDF p. 1 Abstract and Sec. I;generator_family=PDF p. 1 Abstract and Sec. III;generation_role=PDF p. 1 Abstract;validity_strategy=PDF p. 1 Abstract and Sec. III;difficulty_metrics=PDF p. 1 Abstract;diversity_metrics=PDF p. 1 Abstract;evaluation_suite=PDF p. 1 Abstract;simulator=PDF p. 1 Abstract;reproducibility_fields=PDF p. 1 Sec. I and Sec. III,NR
DRAFT_C0168,supporting,maritime,WAM-V autonomous maritime system,gate_chain;buoy_course;fixed_benchmark,NR,NR,benchmark_only,NR,NR,NR,NR,NR,RobotX 2022 Autonomy Challenge,NR,NR,not_applicable,NR,buoy specifications;gate spacing;course-task rules,survey_evidence_tier=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;domain=PDF p. 4 Sec. 1.1;vehicle=PDF p. 5 Sec. 1.3;course_object=PDF p. 9 Sec. 2.4.1 and PDF pp. 13-14 Secs. 2.5.2-2.5.3;generation_role=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;evaluation_suite=PDF p. 8 Sec. 2.3;code_status=PDF pp. 3-4 Table 1 and Sec. 1.1;reproducibility_fields=PDF pp. 9-10 Sec. 2.4.1 and PDF p. 13 Sec. 2.5.2,NR
