assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0007-04,C0007,7293c4730d411e15b3932e0fc61258b4ef801d6862dd404765180a758d073afa,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,ASAM OpenDRIVE,ASAM e.V.,2026,ASAM,NR,https://www.asam.net/standards/detail/opendrive/,standard
A-C0012-04,C0012,ca28e432479a14297a10eb2f7cc4be3bfa68d3e2c7afe3368a029465b1550514,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Comparative Analysis of Metaheuristic Algorithms for Procedural Race Track Generation in Games,Sana Alyaseri; Andy Conner,2024,International Journal of Applied Metaheuristic Computing,10.4018/ijamc.350330,https://doi.org/10.4018/ijamc.350330,journal article
A-C0013-04,C0013,e42a5ea3f229e8ea1500b5874bef6b4a6659e224895bad90ea575115ad78f034,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Procedural Generation of Isometric Racetracks Using Chain Code for Racing Games,Erik Jhones F. do Nascimento; Tassiana M. Castro; Ana Carolina S. Abreu; Filipe A. Lira; Amauri H. Souza,2021,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),10.1109/sbgames54170.2021.00025,https://doi.org/10.1109/sbgames54170.2021.00025,conference paper
A-C0014-04,C0014,c886f14937986fa9066ea814a52eb26da9cb244eb1ce161eca47fd40b665135b,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Automatic Generation of Challenging Road Networks for ALKS Testing based on Bezier Curves and Search,Florian Klück;Lorenz Klampfl;Franz Wotawa,2021,arXiv,10.48550/arxiv.2103.01288,https://arxiv.org/abs/2103.01288,preprint
A-C0018-04,C0018,b7d2bb6f381b07a6d1a5ad403be3f767f0f3a84fae2bb98a307e344a47c4c371,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,2023,Proceedings of the 40th International Conference on Machine Learning,NR,https://proceedings.mlr.press/v202/azad23a.html,conference paper
A-C0020-04,C0020,5a966a1ba04efc27f8de78512e132d6ba14332a633abec953033ce4fa2cb47c9,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design,Michael Dennis; Natasha Jaques; Eugene Vinitsky; Alexandre Bayen; Stuart J. Russell; Andrew Critch; Sergey Levine,2020,Advances in Neural Information Processing Systems 33,NR,https://proceedings.neurips.cc/paper_files/paper/2020/hash/985e9a46e10005356bbaf194249f6856-Abstract.html,conference paper
A-C0024-04,C0024,5b97c093a26249546cd706506b04db00ce6b19a3b6fcb40ab84027a79bcc7157,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Diversity-guided Search Exploration for Self-driving Cars Test Generation through Frenet Space Encoding,Timo Blattner;Christian Birchler;Timo Kehrer;Sebastiano Panichella,2024,Proceedings of the 17th ACM/IEEE International Workshop on Search-Based and Fuzz Testing,10.1145/3643659.3643926,https://doi.org/10.1145/3643659.3643926,conference paper
A-C0027-04,C0027,ce0ffa9d871e2deb6532eea99bc9bb6fbd266f638288d2c5443d75b00c9aec7b,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Learning Generalizable Policy for Obstacle-Aware Autonomous Drone Racing,Yueqian Liu,2024,arXiv,10.48550/arxiv.2411.04246,https://arxiv.org/abs/2411.04246,preprint
A-C0029-04,C0029,1b68956fd78c76b4064da6bc395a9ea921eb342577b3ba4438b6ce5d480a6cd7,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Outracing champion Gran Turismo drivers with deep reinforcement learning,Peter R. Wurman; Samuel Barrett; Kenta Kawamoto; James MacGlashan; Kaushik Subramanian; Thomas J. Walsh; Roberto Capobianco; Alisa Devlic; Franziska Eckert; Florian Fuchs; Leilani Gilpin; Piyush Khandelwal; Varun Kompella; HaoChih Lin; Patrick MacAlpine; Declan Oller; Takuma Seno; Craig Sherstan; Michael D. Thomure; Houmehr Aghabozorgi; Leon Barrett; Rory Douglas; Dion Whitehead; Peter Dürr; Peter Stone; Michael Spranger; Hiroaki Kitano,2022,Nature,10.1038/s41586-021-04357-7,https://www.nature.com/articles/s41586-021-04357-7,journal article
A-C0036-04,C0036,a2e9336f8371311dc6f375dedf88e7860b5fb7c001528fa745005bb250af9eaf,af56d9b391df4d05182c1ac7703ccae3afd94afc5bb84f5c5ca41f8ac52892df,screening-04,main,Generating a Racing Line for an Autonomous Racecar Using Professional Driving Techniques,Paul A. Theodosis; J. Christian Gerdes,2011,"ASME 2011 Dynamic Systems and Control Conference and Bath/ASME Symposium on Fluid Power and Motion Control, Volume 2",10.1115/dscc2011-6097,https://doi.org/10.1115/DSCC2011-6097,conference paper
