assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0015-05,calibration,C0015,079c8e9a1df260402a376739aa0fb944d8fd036dcc7318b0c6c41ddedc5503e4,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,excluded,exclude-insufficient-detail,abstract_only,https://unece.org/transport/documents/2021/03/standards/un-regulation-no-157-automated-lane-keeping-systems-alks,UN Regulation No. 157 (2021),2026-07-01,NR,NR,UNECE document landing page: regulation record for UN Regulation No. 157,The official record was inaccessible to direct inspection and no complete regulation text was retrieved to establish a source-specific course contribution.,Official page and two versioned UNECE PDF paths were attempted and returned access denial.
A-C0023-05,calibration,C0023,0c06d204d56aea45ee1ac794fa79151f75201fdeb7de551c54bfa6edd88a3c18,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,included,include-1,full_text,https://arxiv.org/pdf/2007.02787,arXiv:2007.02787v1,2026-07-01,https://arxiv.org/pdf/2007.02787v1,54ff312599150d891d4544961a92a26c8a783b30e69598ca3642f2f7fc74fe9c,PDF p. 3-4 Section 4.2 Steering Angle Prediction and Figure 3,NR,DeepJanus manipulates Catmull-Rom centerline control points and serializes BeamNG road points; adjacent driving roads map directly to robot course centerlines and boundaries.
A-C0025-05,calibration,C0025,9b56ea61d6861a51fd3c2940511ef1b9bf42b34a77c9e2b20fa88b7f86361049,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,included,include-1,full_text,https://proceedings.mlr.press/v123/madaan20a/madaan20a.pdf,PMLR v123 (2020),2026-07-01,https://proceedings.mlr.press/v123/madaan20a/madaan20a.pdf,ed3a9384cec193068e9c1631b7076a8eae1f8eaed2cbe704cdda7bac50e8ab7c,PDF pp. 181-182 Section 4 Race Tracks and Baselines; p. 189 Appendix A AirSim Drone Racing API,NR,The source also defines a reusable racing simulator and gate interface under include-2.
A-C0061-05,calibration,C0061,6f3e06bb108f59b868c50ecf28eb1d3a25cd7c6673832e71bbf0a7de75ac9c57,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,excluded,exclude-out-of-scope,full_text,https://matthias-research.github.io/pages/publications/XPBD.pdf,MiG 2016,2026-07-01,https://matthias-research.github.io/pages/publications/XPBD.pdf,cd96241fe2cce7816c3fa1cb2b9e862e5a610263fd38cc8560bb51b7f6ecd502,PDF p. 1 Abstract and Section 1 Introduction,The report introduces compliant position-based dynamics for deformable-body simulation and does not define or evaluate course geometry or a transferable route-generation artifact.,NR
A-C0088-05,calibration,C0088,19cfdf592e4d3c9ce1131ce611cf571b5a532099cba39dc5edc14bf81ff14def,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,excluded,exclude-out-of-scope,official_documentation,https://www.indyautonomouschallenge.com/,unversioned@2026-07-01,2026-07-01,NR,511326a47fb951836fd40b0316108b79da41f8c06d0dbc244ac6d58102e34ec4,Official home page: The Challenge section and site description,The official page describes autonomous-race competitions but supplies no course generator representation benchmark course set or named transferable technical requirement.,NR
A-C0097-05,calibration,C0097,97100b83705cba3a38f9c210fcce4fcef0341c7b47f3966570ea8561dc10a1f3,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,included,include-1,full_text,https://openaccess.thecvf.com/content/CVPR2021/papers/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.pdf,CVPR 2021,2026-07-01,https://openaccess.thecvf.com/content/CVPR2021/papers/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.pdf,49217d68969ec0ad5cdd9cf1932912f666775ba88679fc989e689de8f67c0f89,PDF p. 1 Abstract; pp. 2-3 Section 3 Method and Section 3.1 Data Representation,NR,The generated lane topology and control-point coordinates map directly to adjacent robot-road course centerlines and lanes.
A-C0110-05,calibration,C0110,5b03c529f6727789632340e2a529788b1d7ba0f70dcb026b0da35f4d8cc17737,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,excluded,exclude-insufficient-detail,abstract_only,https://www.sciencedirect.com/science/article/pii/S0167642324000947,Science of Computer Programming 2024,2026-07-01,NR,NR,Publisher article record: access and full-text availability panel,No inspectable full text or abstract content was retrieved from the publisher record to verify the claimed road-geometry generator and its source-native technical contribution.,The publisher record and public scholarly index were checked; no open full text was available.
A-C0128-05,calibration,C0128,bb7c89c66b6cce4debf36d75b49d0b9b7ebe75a95d435a6ba8c2d3a8629cee4f,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,included,include-2,full_text,https://mediatum.ub.tum.de/doc/1379638/1379638.pdf,IVS 2017,2026-07-01,https://mediatum.ub.tum.de/doc/1379638/1379638.pdf,fa78a36bb0b499551b245bf93ae44c6ea6338b49f8ab075fc6e79922fe1fab86,PDF p. 1 Abstract and Section I Introduction; p. 2 Section II Benchmark Composition,NR,CommonRoad defines XML scenarios and composable road-network benchmarks; its road networks and driving corridors map to adjacent robot course topology and boundaries.
A-C0136-05,calibration,C0136,380e4322482222a17acb0eb0b8dc9b36adfafb1be50f93160c2491a4ffcd2278,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,excluded,exclude-insufficient-detail,abstract_only,"https://api.semanticscholar.org/graph/v1/paper/DOI:10.1109/SBST52555.2021.00011?fields=title,abstract,openAccessPdf,externalIds",Semantic Scholar record for DOI 10.1109/SBST52555.2021.00011,2026-07-01,NR,NR,Semantic Scholar record: Abstract and openAccessPdf field,The accessible abstract reports simulation-based testing of self-driving software but does not establish what course geometry if any was generated or a qualifying source-native course artifact.,Publisher and scholarly-index records were checked; no open full text was available.
A-C0140-05,calibration,C0140,7a545d3f07a149ae709f1ec7a0534380c9aad6c0dec656cc513c617d7c4827e0,d3a8cf24f8f8f646724f321cfbd943e35bdb11dcb1da9e1259348598892142ce,screening-05,screening-05,2026-07-01,excluded,exclude-out-of-scope,full_text,https://arxiv.org/pdf/2309.14341,ICRA 2024,2026-07-01,https://arxiv.org/pdf/2309.14341,50f1cf2b73b9147111100994d1dfffbfd15a9a6c2412aee1921d4d3e58ee2285,PDF pp. 3-5 Sections 1 Introduction and 3 Method,The report's source-native contribution is a quadruped parkour control policy and reward design; obstacle courses are task settings rather than a reusable course-generation representation generator or validation contribution.,NR
