assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0009-06,C0009,2cc390f9736342a76edc17d1ff4e8469d0cc56fdfe9b0703dcf5735f0a7df6ea,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,Automatic Track Generation for High-End Racing Games Using Evolutionary Computation,Daniele Loiacono; Luigi Cardamone; Pier Luca Lanzi,2011,IEEE Transactions on Computational Intelligence and AI in Games,10.1109/tciaig.2011.2163692,https://doi.org/10.1109/tciaig.2011.2163692,journal article
A-C0011-06,C0011,c1012fbf63126693a3cabd8562df98ed751897a1d0bab120efa97741927288f7,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,Search-based Procedural Content Generation for Race Tracks in Video Games,Hafizh Adi Prasetya; Nur Ulfa Maulidevi,2016,International Journal on Electrical Engineering and Informatics,10.15676/ijeei.2016.8.4.6,https://doi.org/10.15676/ijeei.2016.8.4.6,journal article
A-C0015-06,C0015,e009fa83e57c46bfccc20d903bcb33b45f32cb0367baadcd80215042a542409f,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,UN Regulation No. 157 - Automated Lane Keeping Systems (ALKS),United Nations Economic Commission for Europe,2021,United Nations Regulation No. 157,NR,https://unece.org/transport/documents/2021/03/standards/un-regulation-no-157-automated-lane-keeping-systems-alks,official standard
A-C0017-06,C0017,d121ee725bffc47668a47524fc56881670faa0327766c63d855795d107d1d7a8,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,Car Racing,Oleg Klimov,NR,Gymnasium Documentation,NR,https://gymnasium.farama.org/environments/box2d/car_racing/,benchmark environment; official documentation
A-C0063-06,C0063,834e5d2897d4c965c58d254a48deb1cacaa7d3778d586d0d6c4a955369159659,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,TrackGen,Antoine Richard,2026,GitHub repository,NR,https://github.com/AntoineRichard/TrackGen,software repository
A-C0097-06,C0097,6da2dad1933afdfbc6d58056f3d957c1a0e0afe8e25990d78cd8966e03117f82,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,Lu Mi; Hang Zhao; Charlie Nash; Xiaohan Jin; Jiyang Gao; Chen Sun; Cordelia Schmid; Nir Shavit; Yuning Chai; Dragomir Anguelov,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr46437.2021.00421,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,conference paper
A-C0128-06,C0128,c4c333485fedf16a1a33b78f1ace0c69802eea658f6cd73b2bfcb0ac91578f28,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,CommonRoad: Composable Benchmarks for Motion Planning on Roads,Matthias Althoff; Markus Koschi; Stefanie Manzinger,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/ivs.2017.7995802,https://doi.org/10.1109/ivs.2017.7995802,conference paper
A-C0136-06,C0136,1cabc6e4dd8bf804a64beb27309cc3d8820a30d3ebfa01a07688cd763f95a9fa,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,SBST Tool Competition 2021,Sebastiano Panichella; Alessio Gambi; Fiorella Zampetti; Vincenzo Riccio,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00011,https://ieeexplore.ieee.org/document/9476243/,conference paper; competition report
A-C0145-06,C0145,d455466a51c27237e928f34bc7c7f730390c04ea1ef5a0f77458f3720c23b40b,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,Reinforcement Learning Informed Evolutionary Search for Autonomous Systems Testing,Dmytro Humeniuk;Foutse Khomh;Giuliano Antoniol,2024,ACM Transactions on Software Engineering and Methodology,10.1145/3680468,https://doi.org/10.1145/3680468,journal article
A-C0147-06,C0147,ce55a371a00f80c1d4d020c64671b6c6a6611d1b61664984a0857547529fce88,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,Toward Maritime Robotic Simulation in Gazebo,Brian Bingham;Carlos Agüero;Michael McCarrin;Joseph Klamo;Joshua Malia;Kevin Allen;Tyler Lum;Marshall Rawson;Rumman Waqar,2019,OCEANS 2019 MTS/IEEE SEATTLE,10.23919/oceans40490.2019.8962724,https://doi.org/10.23919/oceans40490.2019.8962724,conference paper
A-C0177-06,C0177,3211f241bb73998aee61f027f39be71e2c56a60a5b15b1a3c3d6c9d7d394acb5,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,Enhanced POET: Open-ended Reinforcement Learning through Unbounded Invention of Learning Challenges and their Solutions,Rui Wang; Joel Lehman; Aditya Rawal; Jiale Zhi; Yulun Li; Jeffrey Clune; Kenneth Stanley,2020,Proceedings of the 37th International Conference on Machine Learning,NR,https://proceedings.mlr.press/v119/wang20l.html,conference paper
A-C0196-06,C0196,c4a548cdbfaee1344e1dc33831f1e7fdfa5c3e606b86117977c8886062044516,240279b484253b7d31ed75877b55d0ef9d9f03a4facd317bf62d55fdebf431e6,screening-06,calibration,Random Track Generator,Formula Student Team Delft,2026,Python Package Index,NR,https://pypi.org/project/random-track-generator/,software package; official repository
