assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0015-05,C0015,84c9813900746a2d70c65081ee32916be3345c0cde67d99084a9d8bffc5a2691,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,UN Regulation No. 157 - Automated Lane Keeping Systems (ALKS),United Nations Economic Commission for Europe,2021,United Nations Regulation No. 157,NR,https://unece.org/transport/documents/2021/03/standards/un-regulation-no-157-automated-lane-keeping-systems-alks,official standard
A-C0023-05,C0023,9a05d53177916595086ef56562995eb259a17d3126e3b30ced29523f7527f565,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,Model-based exploration of the frontier of behaviours for deep learning system testing,Vincenzo Riccio;Paolo Tonella,2020,Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3368089.3409730,https://doi.org/10.1145/3368089.3409730,conference paper
A-C0025-05,C0025,2422b5242118b639a85a1cca188568d6b37e95d8bffdcc18ca2aedc423e23aee,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,AirSim Drone Racing Lab,Ratnesh Madaan; Nicholas Gyde; Sai Vemprala; Matthew Brown; Keiko Nagami; Tim Taubner; Eric Cristofalo; Davide Scaramuzza; Mac Schwager; Ashish Kapoor,2020,Proceedings of the NeurIPS 2019 Competition and Demonstration Track,NR,https://proceedings.mlr.press/v123/madaan20a.html,conference paper
A-C0061-05,C0061,6eb063ff904826486b9499495d4c87553a04543969bcc8a8c3115b2db3f25548,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,XPBD: Position-Based Simulation of Compliant Constrained Dynamics,Miles Macklin; Matthias Müller; Nuttapong Chentanez,2016,Proceedings of the 9th International Conference on Motion in Games,10.1145/2994258.2994272,https://doi.org/10.1145/2994258.2994272,conference paper
A-C0088-05,C0088,88d1afb695d0c0153bfa30a2766e3a55af63e8f14023dfc04a8007c2c5ed4832,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,Indy Autonomous Challenge,Indy Autonomous Challenge,NR,Official competition website,NR,https://www.indyautonomouschallenge.com/,competition
A-C0097-05,C0097,8ae70362abed9de14dd61fec345f4c5024e0b1e183959d1b9724e76763f13792,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,Lu Mi; Hang Zhao; Charlie Nash; Xiaohan Jin; Jiyang Gao; Chen Sun; Cordelia Schmid; Nir Shavit; Yuning Chai; Dragomir Anguelov,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr46437.2021.00421,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,conference paper
A-C0110-05,C0110,d0c96c7e1508b47e5f15b4230076c822feb22ddc1b30e15cf4c7dd6ebd662547,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,CRAG – a combinatorial testing-based generator of road geometries for ADS testing,Paolo Arcaini; Ahmet Cetinkaya,2024,Science of Computer Programming,10.1016/j.scico.2024.103171,https://www.sciencedirect.com/science/article/pii/S0167642324000947,journal article
A-C0128-05,C0128,67eacc08340090e0ce18c6acaa3a3ab9171a00c45e5f580a3b742da3fc1b4a19,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,CommonRoad: Composable Benchmarks for Motion Planning on Roads,Matthias Althoff; Markus Koschi; Stefanie Manzinger,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/ivs.2017.7995802,https://doi.org/10.1109/ivs.2017.7995802,conference paper
A-C0136-05,C0136,52b0a00b95efef605d3569a7aa8593e8d1a618d9a5e5427a518486427b443553,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,SBST Tool Competition 2021,Sebastiano Panichella; Alessio Gambi; Fiorella Zampetti; Vincenzo Riccio,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00011,https://ieeexplore.ieee.org/document/9476243/,conference paper; competition report
A-C0140-05,C0140,5b3da17a54cc5c1b69ed63a38302d2a33012cd97bfcef0e170057ad918584a33,aba4aabafecb7fa51291898cafe52b86bb72793f99b81fb168705037ff305794,screening-05,calibration,Extreme Parkour with Legged Robots,Xuxin Cheng; Kexin Shi; Ananye Agarwal; Deepak Pathak,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610200,https://arxiv.org/abs/2309.14341,conference paper
