assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0007-04,main,C0007,0d45d88f38ffa97d4571d254f2ac49e031148a01324bc4775a1132947f0cba86,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,included,include-2,official_documentation,https://www.asam.net/standards/detail/opendrive/,ASAM OpenDRIVE 1.9.0,2026-06-30,NR,6ff88db39649a050d9504729faf110034f49c0dc04d8dffe950d6a41ee308bff,Description of road networks; Static road network description; Elements of ASAM OpenDRIVE,NR,"Adjacent-domain mapping: the XML reference line, lane geometry, and connected road network map directly to a robot course centerline, corridor, and topology."
A-C0012-04,main,C0012,e1ea1561b167b5ebfb6bd216226c22f7c6a5e523f67a99119fe67a5d58215723,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,excluded,exclude-insufficient-detail,abstract_only,https://api.crossref.org/works/10.4018/ijamc.350330;https://doi.org/10.4018/ijamc.350330;https://www.igi-global.com/viewtitle.aspx?TitleId=350330,"version of record, DOI:10.4018/ijamc.350330",2026-06-30,NR,NR,Crossref record message.abstract field,"The abstract describes metaheuristic procedural racetrack generation, but no complete report was retrievable, so material implementation and evaluation evidence could not be inspected.","Exhaustive retrieval: DOI and publisher record were checked; repeated publisher full-text requests returned HTTP 429; exact-title/author checks in Crossref, OpenAlex, and Semantic Scholar found no alternate full text."
A-C0013-04,main,C0013,39c5e195e4faa59b5c8afb26b5004dcf8316e45cc3e97b9775fd7dc3e0e64e56,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/sbgames54170.2021.00025;https://www.semanticscholar.org/paper/c0f0a3de8bc973ce258554153f2c4846e9765287,"version of record, DOI:10.1109/sbgames54170.2021.00025",2026-06-30,NR,NR,"Semantic Scholar paper c0f0a3de8bc973ce258554153f2c4846e9765287, abstract field","The abstract describes chain-code racetrack generation, but the complete paper was unavailable for inspection and cannot support an included survey claim.","Exhaustive retrieval: DOI/IEEE record and Crossref publisher-PDF link were checked (IEEE returned HTTP 418); exact-title/author searches and OpenAlex, Semantic Scholar, and proceedings checks found no accessible full text."
A-C0014-04,main,C0014,5669f64670fc34b6ac5b19bc42ef0dd2eaa36ab1396d363d160649c7943d11fc,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,included,include-1,full_text,https://arxiv.org/pdf/2103.01288,arXiv:2103.01288 latest@2026-06-30,2026-06-30,NR,c1eb38f0251917c99e5a9081239dc2863789c98a32ff68ada04d0e677ce79d66,"pp. 1-2, Abstract and Section 2 Method Overview",NR,Adjacent-domain mapping: generated Bezier road centerlines and validity constraints map directly to racing-course geometry and feasibility tests.
A-C0018-04,main,C0018,3fa37917ae74ea3fca0b4b95331f4052c788e357dffde0b52112fc5569f67b97,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,included,include-1,full_text,https://proceedings.mlr.press/v202/azad23a/azad23a.pdf,PMLR volume 202 (ICML 2023),2026-06-30,https://proceedings.mlr.press/v202/azad23a/azad23a.pdf,b79bedf7fc8c5c4c42917c42fe6ed4a12b2e41e8e88535992f36df41115c4173,"pp. 5-6, Control CarRacing Environment; Appendix pp. 13 and 16, CarRacing parameterization",NR,The teacher generates CarRacing tracks from ordered Bezier control-point sequences; the paper also defines adjacent MiniGrid task generation.
A-C0020-04,main,C0020,b61f927a5a663482bf5e49a24c56d0d780f583943f7c31b622d69f5b85327f3c,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,included,include-1,full_text,https://proceedings.neurips.cc/paper_files/paper/2020/file/985e9a46e10005356bbaf194249f6856-Paper.pdf,NeurIPS 2020 proceedings paper,2026-06-30,https://proceedings.neurips.cc/paper_files/paper/2020/file/985e9a46e10005356bbaf194249f6856-Paper.pdf,06b29c20bada539ceac41556b78831f13ee296c4dccda8f2512dccd4b843624e,"pp. 2-5, Unsupervised Environment Design and PAIRED; pp. 7-9, maze experiments",NR,"Adjacent-domain mapping: generated maze walls, start, and goal define a passable spatial corridor and topology that map to robot course constraints."
A-C0024-04,main,C0024,d57d8adccb7cea6b3ac9988c958b2061273cc8aef007cac992ed3fb9cb4202cb,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,included,include-1,full_text,https://arxiv.org/pdf/2401.14682,arXiv:2401.14682 latest@2026-06-30,2026-06-30,NR,c7602a67fca9bbe3f8f555847aeab907871484d2343e08f662113a8e95d70015,"pp. 1-3, Frenet encoding, genetic search, and empirical evaluation",NR,Adjacent-domain mapping: evolved Frenet road segments and feasibility/diversity selection map directly to generated robot course geometry.
A-C0027-04,main,C0027,c7a52ccc5b0040e1b4ece834ad60d6529eed434dae20a18a1dedaabf03984091,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,included,include-1,full_text,https://arxiv.org/pdf/2411.04246,arXiv:2411.04246 latest@2026-06-30,2026-06-30,NR,4c842df0cd9cc9dbac24f18ec05915ad37de5096eb0a3f262143c81de7eb20d1,"pp. 3-4, racing-task and gate-state formulation; p. 8, randomized-track evaluation",NR,The source randomizes racing-track gate poses and obstacle layouts for a physics-based drone racing policy.
A-C0029-04,main,C0029,fcc4f350d129edd81597a943bbdec75f57b1ce3a543499fc454bbdd818d789d2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,boundary,boundary,full_text,https://www.nature.com/articles/s41586-021-04357-7,"version of record, DOI:10.1038/s41586-021-04357-7",2026-06-30,NR,f21217d4db261df26240e14a739342072ea10a509a9cb856fdfda8b7be53f50b,"Methods, Policy selection; Fig. 4 caption; Extended Data Fig. 2 caption",NR,"Boundary transfer: report lap time together with off-course and collision metrics, and use Pareto filtering across those metrics when evaluating a fixed-course racing controller."
A-C0036-04,main,C0036,c82afccacc16588c4e540a6bcb92322ce1a490163c0aa065deba209ea5d09a64,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-04,screening-04,2026-06-30,excluded,exclude-fixed-racing-line,abstract_only,https://api.crossref.org/works/10.1115/dscc2011-6097;https://doi.org/10.1115/dscc2011-6097,"version of record, DOI:10.1115/DSCC2011-6097",2026-06-30,NR,NR,Crossref record message.abstract field,The accessible abstract only compares clothoid/arc racing-line maneuvers on an existing track and provides no generated-course contribution or supportable boundary transfer.,"Exhaustive retrieval: DOI, ASME publisher PDF, exact-title/author search, OpenAlex, Semantic Scholar, and author/project locations were checked; the publisher PDF returned HTTP 403 and no repository full text was found."
