assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0002-01,main,C0002,2450b25a3ab588f6d3e830da889e4bac48561cc3af5b4ee7d6a57d025c55e160,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,included,include-1,official_documentation,https://forge.a-lec.org/speed-dreams/speed-dreams-code;https://forge.a-lec.org/speed-dreams/speed-dreams-code/commit/6080e2bca084443be7fd0f3ab4f75430633ee978,commit:6080e2bca084443be7fd0f3ab4f75430633ee978,2026-06-30,https://forge.a-lec.org/speed-dreams/speed-dreams-code/commit/6080e2bca084443be7fd0f3ab4f75430633ee978,b3c803b9a1a5c524bc12c75ecf3a829b28f640aa3b1ffc3e8c455b6d1234158f,src/tools/trackgen/main.cpp lines 99-105 and 366-398 at commit 6080e2bca084443be7fd0f3ab4f75430633ee978,NR,TrackGen emits the track mesh and terrain for a racing track.
A-C0008-01,main,C0008,dba4a85aac9045e4c82e07f6ee9b7bb290a0863d1b581e94c4c86b8eba3b2df5,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/iv55152.2023.10186533;https://openalex.org/W4385302104;https://www.google.com/search?q=%22Procedural%20Generation%20of%20Complex%20Roundabouts%20for%20Autonomous%20Vehicle%20Testing%22,DOI:10.1109/IV55152.2023.10186533 version-of-record bibliographic record,2026-06-30,NR,cf57ed829c83c27f217758714163188c7610ebf94b3749094cc9e1d3b6f14502,OpenAlex abstract sentences 2-5 describing geometric constraints and procedurally built roundabout lanes,"The accessible abstract claims procedural roundabout-lane construction, but no complete method, representation, or implementation was available to support a survey claim.","Exhaustive retrieval attempted the DOI/publisher record, an exact-title web search, OpenAlex and Semantic Scholar, and identifiable author/project or software repositories; no inspectable complete primary report or technical documentation was recovered."
A-C0012-01,main,C0012,e1ea1561b167b5ebfb6bd216226c22f7c6a5e523f67a99119fe67a5d58215723,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.4018/ijamc.350330;https://openalex.org/W4401502054;https://www.google.com/search?q=%22Comparative%20Analysis%20of%20Metaheuristic%20Algorithms%20for%20Procedural%20Race%20Track%20Generation%20in%20Games%22,DOI:10.4018/IJAMC.350330 version-of-record bibliographic record,2026-06-30,NR,c75fe92fb4ea8f450a0925347f8382a1cb297b688386eea353763b26a4740a7d,"OpenAlex abstract sentences 1-7 describing the GA, ABC, and PSO race-track level-design comparison","The accessible abstract reports metaheuristics for race-track content, but the publisher copy was inaccessible and no complete technical artifact was recovered.","Exhaustive retrieval attempted the DOI/publisher record, an exact-title web search, OpenAlex and Semantic Scholar, and identifiable author/project or software repositories; no inspectable complete primary report or technical documentation was recovered."
A-C0022-01,main,C0022,a6d637485748cf1c5910467b73c36336d3030b687fc1d9ca9468280f15d0cecb,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,included,include-1,official_documentation,https://doi.org/10.1145/3293882.3330566;https://github.com/alessiogambi/AsFault;https://github.com/alessiogambi/AsFault/commit/a2682869129e54bd897e7d67174f580c5e28e19d,commit:a2682869129e54bd897e7d67174f580c5e28e19d,2026-06-30,https://github.com/alessiogambi/AsFault/commit/a2682869129e54bd897e7d67174f580c5e28e19d,09cf66ac908c60a50436a2dc571359a9de02d9c428f048afaac36b53ed121333,README.rst lines 7-11 at commit a2682869129e54bd897e7d67174f580c5e28e19d,NR,AsFault generates polyline road tests and emits BeamNG simulator code; road networks are a transferable adjacent-domain course geometry.
A-C0026-01,main,C0026,4a11e5b16e5ed427bdc7fa4f148eb75912c7db85a730748652b4b5c04728deec,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,excluded,exclude-fixed-racing-line,abstract_only,https://doi.org/10.1109/IROS51168.2021.9636053;https://openalex.org/W4206742276;https://www.google.com/search?q=%22Autonomous%20Drone%20Racing%20with%20Deep%20Reinforcement%20Learning%22,DOI:10.1109/IROS51168.2021.9636053 version-of-record bibliographic record,2026-06-30,NR,9a6d32d1badd02b4098c705c383dc50234a071379aa9ea1e4fd57c903da55809,OpenAlex abstract sentences 1-7 describing near-time-optimal trajectories through supplied waypoint tracks,The method generates quadrotor trajectories through given race-track waypoint configurations; it does not generate or serialize the track corridor.,"Exhaustive retrieval attempted the DOI/publisher record, an exact-title web search, OpenAlex and Semantic Scholar, and identifiable author/project or software repositories; no inspectable complete primary report or technical documentation was recovered."
A-C0028-01,main,C0028,63b55e58569d52b4ecd7a3a9f4f9577d672d8862dc4760aaedf23e9df69f63b7,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,excluded,exclude-out-of-scope,official_documentation,https://developer.nvidia.com/isaac-gym,Isaac Gym unversioned@2026-06-30,2026-06-30,NR,4ceada825e4e5cfd4c9f65ef8dfbdd41c9beaaa56a9dfd46d2868e384fdcf3bf,Isaac Gym page sections About Isaac Gym and Getting Started,"The page documents a general GPU-accelerated robot-learning simulator and contains no course-generation, course-representation, or course-benchmark contribution.",NR
A-C0029-01,main,C0029,fcc4f350d129edd81597a943bbdec75f57b1ce3a543499fc454bbdd818d789d2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,boundary,boundary,full_text,https://www.nature.com/articles/s41586-021-04357-7,Nature version of record DOI:10.1038/s41586-021-04357-7,2026-06-30,https://doi.org/10.1038/s41586-021-04357-7,28da9839bfaa3f796e2c7107d2b1be481a781b797d2c02c94549f5cea6b47709,Main text Figure 2 discussion; Methods section Policy selection; Extended Data Figure 4,NR,Boundary transfer: report best-lap-time distributions across fixed tracks together with off-course and collision metrics used for policy selection.
A-C0030-01,main,C0030,67f0ec817d7ba8dd2c33b8d1d3b3e7a5429229a87f2f124d7d534e6bb9567390,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,excluded,exclude-out-of-scope,official_documentation,https://www.polyphony.co.jp/products/,Polyphony products page unversioned@2026-06-30,2026-06-30,NR,1fa617291589e34f2ecf94904a0ec0f7ca11343fbfd0cf2c5a376b5e4b9eb407,Products page Gran Turismo product entries,"The corporate product catalogue describes game releases but provides no material technical evidence about course generation, representation, metrics, or interchange.",NR
A-C0032-01,main,C0032,58304018881d98b62c779c13fa3023f3b8d8dce30149dac064dadc11b3fe7d2e,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,boundary,boundary,full_text,https://arxiv.org/abs/2406.12563;https://arxiv.org/pdf/2406.12563v1;https://rlj.cs.umass.edu/2024/papers/Paper213.html,arXiv:2406.12563v1,2026-06-30,https://arxiv.org/pdf/2406.12563v1,209c43d0d9a26a6c83335a705654009b213b7e4b8f32e976cea82b9afc86b7ce,pages 2-3 Section 2 Task Description; pages 7-9 Sections 4.2-4.4 and Tables 1-2,NR,Boundary transfer: evaluate fixed-course racing with per-track minimum lap time plus collision and track-limit compliance across multiple tracks and cars.
A-C0034-01,main,C0034,3910ea7aedcc17373800c02bc095b8d95be8713773e11c7ec41331c07d5aba63,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,screening-01,screening-01,2026-06-30,excluded,exclude-out-of-scope,official_documentation,https://www.gran-turismo.com/us/products/gtsport/,Gran Turismo Sport product page unversioned@2026-06-30,2026-06-30,NR,a23daee34ffbd4ee4ae9795a1f40e8eb8ad6098b4b13d804e0d7ace6e042afcf,Product page overview and feature sections,"The product page is promotional material and supplies no technical course-generation, representation, characterization, or interchange contribution.",NR
