assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0003-06,main,C0003,fa3fe81888e5e96dde19749012c09a3dc50d355c1dd1488082e1b633086b4a7c,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1016/j.asoc.2014.11.010,DOI-10.1016-j.asoc.2014.11.010,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0003; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  DOI/publisher record only.; outcome: metadata-only record requires acquisition
A-C0007-06,main,C0007,653a075d4d03fcce47d0dcef690e09bcf89ab6e2620be89eda3e7dfc01b0baae,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://www.asam.net/standards/detail/opendrive/,unversioned@2026-07-03,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0007; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Official standard landing page  specification text was not locally archived.; outcome: metadata-only record requires acquisition
A-C0013-06,main,C0013,94548e2a00a0b0f023696203e8a62dd7ccb446a768f218af5918008b5facb7e1,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,included,include-relevant,full_text,https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf,SBGames 2021 proceedings,2026-07-06,NR,d168baea43c3fc567c71cf0036eeecb85c0fc90f4fee3678f4adc8125b5d00ed,PDF p. 1; Abstract; PDF p. 4; Section IV Workflow,NR,Adjacent-domain mapping: the chain-code direction list and assembled track positions map directly to a simulated racing robot course centerline and corridor.
A-C0019-06,main,C0019,0fc12f880b010e509d8c8630f0d215ce7ff0966693e92c13a9ed2394095a791f,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://proceedings.mlr.press/v139/jiang21b/jiang21b.pdf,PMLR-v139-2021,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0019; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public proceedings PDF  no v8 archived copy.; outcome: metadata-only record requires acquisition
A-C0021-06,main,C0021,3a10567081d58352942b0b63a9c07c4266f10b850ae86bb9b4b88f6c3b697f1a,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,included,include-relevant,full_text,https://proceedings.mlr.press/v162/parker-holder22a/parker-holder22a.pdf,PMLR volume 162 (ICML 2022),2026-07-06,NR,592e2a3fa44fbd0d652b234fe38ac70d754e0199a1e808b2e671b1685a457938,PDF p. 1; Abstract; PDF p. 3; Section 3 Adversarially Compounding Complexity,NR,Adjacent-domain mapping: ACCEL editable maze layouts and obstacle-course levels map to parameterized robot-racing course test inputs while preserving its level-generation claim.
A-C0026-06,main,C0026,17325e8221de27bf18903c0e782272b10985b5825fd1fce5af131c8c3d235e9c,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/IROS51168.2021.9636053,DOI-10.1109-IROS51168.2021.9636053,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0026; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  IEEE/DOI record only.; outcome: metadata-only record requires acquisition
A-C0030-06,main,C0030,5dd043717fec86384830a31d59bc9758fe903eca69bfb0e782eb3f567856dee6,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://www.polyphony.co.jp/products/,unversioned@2026-07-03,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0030; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Official product catalogue  no v8 archived artifact.; outcome: metadata-only record requires acquisition
A-C0031-06,main,C0031,5b855878b9acbbf217e3b55b894ce970e559c1a2dd441ac8dcbbf51069b1a1fd,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/lra.2021.3064284,DOI-10.1109-lra.2021.3064284,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0031; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  IEEE/DOI record only.; outcome: metadata-only record requires acquisition
A-C0032-06,main,C0032,87af24b751fca26935ea94e4482467be1c54e2ae1b24fa379678a66e2dd3a13e,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://rlj.cs.umass.edu/2024/papers/Paper213.html,RLJ-2024-Paper213,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0032; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public Reinforcement Learning Journal paper page  no v8 archived copy.; outcome: metadata-only record requires acquisition
A-C0033-06,main,C0033,596286dd1d885909eec4632904aca95b03d1a003cf99442f4f4851d11318a45e,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-06,screening-06,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/lra.2025.3560873,DOI-10.1109-lra.2025.3560873,2026-07-06,NR,NR,evidence_packet_manifest.csv; candidate C0033; artifact provisional-metadata; retrieval_notes,"The staged artifact is metadata-only: no full report or versioned documentation was supplied, so a survey claim cannot be supported.",attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  IEEE/DOI record only.; outcome: metadata-only record requires acquisition
