assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0004-02,main,C0004,83f5e04c3912f3ad48ad9d2ed1e6a7de26e2c8be6eca0e447171972cae06af59,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/acii63134.2024.00034,DOI-10.1109-acii63134.2024.00034,2026-07-06,NR,NR,Evidence manifest row C0004; retrieval_notes,C0004 has no staged full text; metadata-only record cannot establish a retention condition.,C0004: Full text unavailable in the frozen packet; metadata-only retrieval attempts are recorded.
A-C0006-02,main,C0006,1af29751a1ceacf907124dde3e15f85829e8b9b8c24ea3b8f225d62a2052f1ab,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,included,include-relevant,full_text,https://arxiv.org/pdf/2012.13681,arXiv:2012.13681v2,2026-07-06,NR,35fab1daecfccb222c2feac79cc5b019ebdc99f9b1b8d0efa300cbe542606fa0,PDF p. 1; Abstract; Section III.B Procedural Generation of Driving Scene,NR,Transferable mapping: generated road-block networks supply course road topology for vehicle traversal.
A-C0014-02,main,C0014,55f4950e8708f51fdeda194464214025f1fa3249ead2b0c3598ca89158312a9c,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,included,include-relevant,full_text,https://arxiv.org/pdf/2103.01288,arXiv:2103.01288v1,2026-07-06,NR,c1eb38f0251917c99e5a9081239dc2863789c98a32ff68ada04d0e677ce79d66,PDF p. 1; Abstract; Section 2 Method Overview,NR,Transferable mapping: generated Bezier road geometry is a parameterized vehicle-course representation.
A-C0018-02,main,C0018,ef5a21936d1f3b2634a8a3611c1c9de32eb7c9cde1ff314c5fce8cd3373de535,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://proceedings.mlr.press/v202/azad23a/azad23a.pdf,PMLR-v202-2023,2026-07-06,NR,NR,Evidence manifest row C0018; retrieval_notes,C0018 has no staged full text; metadata-only record cannot establish a retention condition.,C0018: Full text unavailable in the frozen packet; metadata-only retrieval attempts are recorded.
A-C0020-02,main,C0020,aadd7562fb19f969deefbec656615fd7ddaa18dea14160b34214c082626fd2c6,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,included,include-relevant,full_text,https://proceedings.neurips.cc/paper_files/paper/2020/file/985e9a46e10005356bbaf194249f6856-Paper.pdf,NeurIPS 2020 proceedings,2026-07-06,NR,06b29c20bada539ceac41556b78831f13ee296c4dccda8f2512dccd4b843624e,PDF p. 1; Abstract; Section 3 Unsupervised Environment Design,NR,Transferable mapping: generated maze navigation environments provide spatial course test inputs.
A-C0028-02,main,C0028,f6d47e2c66ae9ffcc6b266ba97bc8749458d69ef6eaa01439a86b011d44a3afd,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://developer.nvidia.com/isaac-gym,unversioned@2026-07-03,2026-07-06,NR,NR,Evidence manifest row C0028; retrieval_notes,C0028 has no staged full text; metadata-only record cannot establish a retention condition.,C0028: Full text unavailable in the frozen packet; metadata-only retrieval attempts are recorded.
A-C0033-02,main,C0033,596286dd1d885909eec4632904aca95b03d1a003cf99442f4f4851d11318a45e,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/lra.2025.3560873,DOI-10.1109-lra.2025.3560873,2026-07-06,NR,NR,Evidence manifest row C0033; retrieval_notes,C0033 has no staged full text; metadata-only record cannot establish a retention condition.,C0033: Full text unavailable in the frozen packet; metadata-only retrieval attempts are recorded.
A-C0035-02,main,C0035,f84714299c266c206ace15c225017225ee219ef254c5d6bfb36a994ff3034152,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://www.gran-turismo.com/us/products/gt7/,unversioned@2026-07-03,2026-07-06,NR,NR,Evidence manifest row C0035; retrieval_notes,C0035 has no staged full text; metadata-only record cannot establish a retention condition.,C0035: Full text unavailable in the frozen packet; metadata-only retrieval attempts are recorded.
A-C0037-02,main,C0037,3cd07ec91b02ece117fd50e3a7e9a267ce7d22110115290d91c44bfaee124fc7,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1016/j.compstruc.2007.04.028,DOI-10.1016-j.compstruc.2007.04.028,2026-07-06,NR,NR,Evidence manifest row C0037; retrieval_notes,C0037 has no staged full text; metadata-only record cannot establish a retention condition.,C0037: Full text unavailable in the frozen packet; metadata-only retrieval attempts are recorded.
A-C0040-02,main,C0040,4dce1734f331cf4a1216150b77f510964f7e105b6ee73097c331e0e8ce0f7ad2,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-02,screening-02,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/itw.2010.5593330,DOI-10.1109-itw.2010.5593330,2026-07-06,NR,NR,Evidence manifest row C0040; retrieval_notes,C0040 has no staged full text; metadata-only record cannot establish a retention condition.,C0040: Full text unavailable in the frozen packet; metadata-only retrieval attempts are recorded.
