assignment_id,phase,candidate_id,input_sha256,snapshot_sha256,batch_id,coder_id,screened_on,screening_status,criterion,access_status,source_urls,evidence_version,evidence_retrieved_on,evidence_archive_url,evidence_sha256,screening_locator,exclusion_reason,notes
A-C0001-03,main,C0001,fa817f7ce2997e0243a704ea2093a7d7fd806059aa3f65554514035896bff488,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://sourceforge.net/projects/torcs/,unversioned@2026-07-03,2026-07-06,NR,NR,Evidence manifest record C0001/provisional-metadata; retrieval_notes,"C0001 has only a metadata-only packet record; no staged full text establishes a core, supporting, or contextual retention condition.",C0001: metadata-only access remained after documented retrieval attempts; no staged full text was available to support an eligibility claim.
A-C0004-03,main,C0004,83f5e04c3912f3ad48ad9d2ed1e6a7de26e2c8be6eca0e447171972cae06af59,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/acii63134.2024.00034,DOI-10.1109-acii63134.2024.00034,2026-07-06,NR,NR,Evidence manifest record C0004/provisional-metadata; retrieval_notes,"C0004 has only a metadata-only packet record; no staged full text establishes a core, supporting, or contextual retention condition.",C0004: metadata-only access remained after documented retrieval attempts; no staged full text was available to support an eligibility claim.
A-C0005-03,main,C0005,7378d541ddc4bd0ec89fe94126d7cfdc2a0d9ad7190512c008f7c943843dbc05,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://github.com/DiogoAABranco/Solid-Rally-Plus,repository-HEAD@2026-07-03,2026-07-06,NR,NR,Evidence manifest record C0005/provisional-metadata; retrieval_notes,"C0005 has only a metadata-only packet record; no staged full text establishes a core, supporting, or contextual retention condition.",C0005: metadata-only access remained after documented retrieval attempts; no staged full text was available to support an eligibility claim.
A-C0010-03,main,C0010,0f365abc3e1703626a68f15ca3be94f1743bb5c39e01323d4abbafc6eecc0c05,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,included,include-relevant,full_text,https://web-archive.southampton.ac.uk/cogprints.org/5221/1/Togelius2006Making.pdf,CogPrints 5221 (2006),2026-07-06,NR,61363a18d5bc8842654cdd49b656e8c0bee3a6aa6a3f185b92eb4a705bd61c97,PDF p. 7; Section 6 Track evolution,NR,NR
A-C0016-03,main,C0016,b42583804263b41ae7d46bb2f860a2f2dbcbe5b34bcbaec345099a1523f1ed0a,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,included,include-relevant,full_text,https://proceedings.neurips.cc/paper_files/paper/2021/file/0e915db6326b6fb6a3c56546980a8c93-Paper.pdf,NeurIPS 2021 proceedings,2026-07-06,NR,4d6dac8a6ac16e29e063ac6e47a3e8b6b7b860dd845dafd430574df55f780d93,PDF p. 8; Section 6.2 Pixel-Based Car Racing with Continuous Control,NR,NR
A-C0019-03,main,C0019,0fc12f880b010e509d8c8630f0d215ce7ff0966693e92c13a9ed2394095a791f,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://proceedings.mlr.press/v139/jiang21b/jiang21b.pdf,PMLR-v139-2021,2026-07-06,NR,NR,Evidence manifest record C0019/provisional-metadata; retrieval_notes,"C0019 has only a metadata-only packet record; no staged full text establishes a core, supporting, or contextual retention condition.",C0019: metadata-only access remained after documented retrieval attempts; no staged full text was available to support an eligibility claim.
A-C0022-03,main,C0022,e70e9e97ef2be48c1458f62b9e6cc94fd88ec7e6fff8954fe92d0c1e019d7944,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1145/3293882.3330566,DOI-10.1145-3293882.3330566,2026-07-06,NR,NR,Evidence manifest record C0022/provisional-metadata; retrieval_notes,"C0022 has only a metadata-only packet record; no staged full text establishes a core, supporting, or contextual retention condition.",C0022: metadata-only access remained after documented retrieval attempts; no staged full text was available to support an eligibility claim.
A-C0024-03,main,C0024,6fcb1d3f49e349a3554b24dd860f77be689e5425f187328398d9e0cbfc526131,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,included,include-relevant,full_text,https://arxiv.org/abs/2401.14682,arXiv:2401.14682v1,2026-07-06,NR,c7602a67fca9bbe3f8f555847aeab907871484d2343e08f662113a8e95d70015,PDF p. 2; Section 3.3 Genetic Algorithm,NR,NR
A-C0031-03,main,C0031,5b855878b9acbbf217e3b55b894ce970e559c1a2dd441ac8dcbbf51069b1a1fd,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1109/lra.2021.3064284,DOI-10.1109-lra.2021.3064284,2026-07-06,NR,NR,Evidence manifest record C0031/provisional-metadata; retrieval_notes,"C0031 has only a metadata-only packet record; no staged full text establishes a core, supporting, or contextual retention condition.",C0031: metadata-only access remained after documented retrieval attempts; no staged full text was available to support an eligibility claim.
A-C0036-03,main,C0036,ab75449d53b5d05e4ebf1d13eae130d1439a5a70b57e1e23740db7d62a9b5e4c,c0977ed07d0c0bb25ea3a6be52e377f86d10bf3fff91d6bdccd389395e842c07,screening-03,screening-03,2026-07-06,excluded,exclude-insufficient-detail,abstract_only,https://doi.org/10.1115/DSCC2011-6097,DOI-10.1115-DSCC2011-6097,2026-07-06,NR,NR,Evidence manifest record C0036/provisional-metadata; retrieval_notes,"C0036 has only a metadata-only packet record; no staged full text establishes a core, supporting, or contextual retention condition.",C0036: metadata-only access remained after documented retrieval attempts; no staged full text was available to support an eligibility claim.
