assignment_id,candidate_id,input_sha256,snapshot_sha256,batch_id,phase,title,authors,year,venue,doi,url,source_type
A-C0001-03,C0001,c1beae3eff07ec1ed876685f4e55f496ce1e43674299a79a2ac75297d9ed0444,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,TORCS - The Open Racing Car Simulator,TORCS Project,NR,SourceForge project,NR,https://sourceforge.net/projects/torcs/,simulator; official repository
A-C0004-03,C0004,3ac3dac40140e3e5e37484ea138a355a1043e41920be058d1b645ee999f31783,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,Closing the Affective Loop via Experience-Driven Reinforcement Learning Designers,Matthew Barthet;Diogo Branco;Roberto Gallotta;Ahmed Khalifa;Georgios N. Yannakakis,2024,2024 12th International Conference on Affective Computing and Intelligent Interaction (ACII),10.1109/acii63134.2024.00034,https://doi.org/10.1109/acii63134.2024.00034,conference paper
A-C0005-03,C0005,62a2fbec2c11ef5de7f63849a70563428cee0761d6337a9080d1ff5a915378e4,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,Solid-Rally-Plus,Matthew Barthet,2023,Official GitHub repository,NR,https://github.com/DiogoAABranco/Solid-Rally-Plus,software
A-C0010-03,C0010,ea5c37dc3a29482e094810fdf364b22c5628c8123785e44cb96e9c197a9a2fb6,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,Making Racing Fun Through Player Modeling and Track Evolution,Julian Togelius; Renzo De Nardi; Simon M. Lucas,2006,Proceedings of the SAB'06 Workshop on Adaptive Approaches for Optimizing Player Satisfaction in Computer and Physical Games,NR,https://web-archive.southampton.ac.uk/cogprints.org/5221/,workshop paper
A-C0011-03,C0011,dc791af7b6c6c44278f888815e40255f691ad29979e39d4d6d86190a67a2824e,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,calibration,Search-based Procedural Content Generation for Race Tracks in Video Games,Hafizh Adi Prasetya; Nur Ulfa Maulidevi,2016,International Journal on Electrical Engineering and Informatics,10.15676/ijeei.2016.8.4.6,https://doi.org/10.15676/ijeei.2016.8.4.6,journal article
A-C0016-03,C0016,5f995379860221b32e46653181852d9fd96963bcd57e51d95d8006b9c73a7f43,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,Replay-Guided Adversarial Environment Design,Minqi Jiang; Michael Dennis; Jack Parker-Holder; Jakob Foerster; Edward Grefenstette; Tim Rocktäschel,2021,Advances in Neural Information Processing Systems 34,NR,https://proceedings.neurips.cc/paper_files/paper/2021/hash/0e915db6326b6fb6a3c56546980a8c93-Abstract.html,conference paper
A-C0019-03,C0019,f81badb34d4265d6c141635946fda5656d2596ae38096ab65c2ede91736339d8,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,Prioritized Level Replay,Minqi Jiang; Edward Grefenstette; Tim Rocktäschel,2021,Proceedings of the 38th International Conference on Machine Learning,NR,https://proceedings.mlr.press/v139/jiang21b.html,conference paper
A-C0022-03,C0022,430b1bd92ab5b44b131589ed22af25b0ee2552a828733f2617d89c276ca5bf3b,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,Automatically Testing Self-Driving Cars with Search-Based Procedural Content Generation,Alessio Gambi; Marc Mueller; Gordon Fraser,2019,Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis,10.1145/3293882.3330566,https://doi.org/10.1145/3293882.3330566,conference paper
A-C0024-03,C0024,e0ad64fa7cd0d490bf6f9e3f8e6c95b46f2a3515f33876402a2a05ab1e2c3f7e,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,main,Diversity-guided Search Exploration for Self-driving Cars Test Generation through Frenet Space Encoding,Timo Blattner;Christian Birchler;Timo Kehrer;Sebastiano Panichella,2024,Proceedings of the 17th ACM/IEEE International Workshop on Search-Based and Fuzz Testing,10.1145/3643659.3643926,https://doi.org/10.1145/3643659.3643926,conference paper
A-C0025-03,C0025,408943733d19488289a738355c6a7be9a52883d16958081049d40dd8e7083d50,d91b44f278376601725a8290d24c75326d02808513f3e6c40f77b89493d6f14f,screening-03,calibration,AirSim Drone Racing Lab,Ratnesh Madaan; Nicholas Gyde; Sai Vemprala; Matthew Brown; Keiko Nagami; Tim Taubner; Eric Cristofalo; Davide Scaramuzza; Mac Schwager; Ashish Kapoor,2020,Proceedings of the NeurIPS 2019 Competition and Demonstration Track,NR,https://proceedings.mlr.press/v123/madaan20a.html,conference paper
